event_id,round,Key_Event_Rd,round_dates
1194,2,E1194R2,2013-08-16
1194,3,E1194R3,2013-08-17
1194,4,E1194R4,2013-08-18
1195,1,E1195R1,2013-03-28
1195,2,E1195R2,2013-03-29
1195,3,E1195R3,2013-03-30
1195,4,E1195R4,2013-03-31
1196,1,E1196R1,2013-05-16
1196,2,E1196R2,2013-05-17
1196,3,E1196R3,2013-05-18
1196,4,E1196R4,2013-05-19
1197,1,E1197R1,2013-05-23
1197,2,E1197R2,2013-05-24
1197,3,E1197R3,2013-05-25
1197,4,E1197R4,2013-05-26
1198,1,E1198R1,2013-05-30
1198,2,E1198R2,2013-05-31
1198,3,E1198R3,2013-06-01
1198,4,E1198R4,2013-06-02
1199,1,E1199R1,2013-08-22
1199,2,E1199R2,2013-08-23
1199,3,E1199R3,2013-08-24
1199,4,E1199R4,2013-08-25
1200,1,E1200R1,2013-06-13
1200,2,E1200R2,2013-06-14
1200,3,E1200R3,2013-06-15
1200,4,E1200R4,2013-06-16
1201,1,E1201R1,2013-06-06
1201,2,E1201R2,2013-06-07
1201,3,E1201R3,2013-06-08
1201,4,E1201R4,2013-06-09
1202,1,E1202R1,2013-06-20
1202,2,E1202R2,2013-06-21
1202,3,E1202R3,2013-06-22
1202,4,E1202R4,2013-06-23
1203,1,E1203R1,2013-09-12
1203,2,E1203R2,2013-09-13
1203,3,E1203R3,2013-09-14
1203,4,E1203R4,2013-09-15
1203,5,E1203R5,2013-09-16
1204,1,E1204R1,2013-07-18
1204,2,E1204R2,2013-07-19
1204,3,E1204R3,2013-07-20
1204,4,E1204R4,2013-07-21
1205,1,E1205R1,2013-07-18
1205,2,E1205R2,2013-07-19
1205,3,E1205R3,2013-07-20
1205,4,E1205R4,2013-07-21
1206,1,E1206R1,2013-08-08
1206,2,E1206R2,2013-08-09
1206,3,E1206R3,2013-08-10
1206,4,E1206R4,2013-08-11
1207,1,E1207R1,2013-08-01
1207,2,E1207R2,2013-08-02
1207,3,E1207R3,2013-08-03
1207,4,E1207R4,2013-08-04
1208,1,E1208R1,2013-07-25
1208,2,E1208R2,2013-07-26
1208,3,E1208R3,2013-07-27
1208,4,E1208R4,2013-07-28
1209,1,E1209R1,2013-07-11
1209,2,E1209R2,2013-07-12
1209,3,E1209R3,2013-07-13
1209,4,E1209R4,2013-07-14
1210,1,E1210R1,2013-04-04
1210,2,E1210R2,2013-04-05
1210,3,E1210R3,2013-04-06
1210,4,E1210R4,2013-04-07
1211,1,E1211R1,2013-09-19
1211,2,E1211R2,2013-09-20
1211,3,E1211R3,2013-09-21
1211,4,E1211R4,2013-09-22
1212,1,E1212R1,2013-03-14
1212,2,E1212R2,2013-03-15
1212,3,E1212R3,2013-03-16
1212,4,E1212R4,2013-03-17
1213,1,E1213R1,2013-02-20
1213,2,E1213R2,2013-02-21
1213,3,E1213R3,2013-02-22
1213,4,E1213R4,2013-02-23
1213,5,E1213R5,2013-02-24
1214,1,E1214R1,2013-08-01
1214,2,E1214R2,2013-08-02
1214,3,E1214R3,2013-08-03
1214,4,E1214R4,2013-08-04
1215,1,E1215R1,2013-03-07
1215,2,E1215R2,2013-03-08
1215,3,E1215R3,2013-03-09
1215,4,E1215R4,2013-03-10
1216,1,E1216R1,2013-05-02
1216,2,E1216R2,2013-05-03
1216,3,E1216R3,2013-05-04
1216,4,E1216R4,2013-05-05
1217,1,E1217R1,2013-08-30
1217,2,E1217R2,2013-08-31
1217,3,E1217R3,2013-09-01
1217,4,E1217R4,2013-09-02
1218,1,E1218R1,2013-06-27
1218,2,E1218R2,2013-06-28
1218,3,E1218R3,2013-06-29
1218,4,E1218R4,2013-06-30
1219,1,E1219R1,2013-03-07
1219,2,E1219R2,2013-03-08
1219,3,E1219R3,2013-03-09
1219,4,E1219R4,2013-03-10
1220,1,E1220R1,2013-07-04
1220,2,E1220R2,2013-07-05
1220,3,E1220R3,2013-07-06
1220,4,E1220R4,2013-07-07
1221,1,E1221R1,2013-02-21
1221,2,E1221R2,2013-02-22
1221,3,E1221R3,2013-02-23
1221,4,E1221R4,2013-02-24
1222,1,E1222R1,2013-02-28
1222,2,E1222R2,2013-03-01
1222,3,E1222R3,2013-03-02
1222,4,E1222R4,2013-03-03
1223,1,E1223R1,2013-03-07
1223,2,E1223R2,2013-03-08
1223,3,E1223R3,2013-03-09
1223,4,E1223R4,2013-03-10
1224,1,E1224R1,2013-03-21
1224,2,E1224R2,2013-03-22
1224,3,E1224R3,2013-03-23
1224,4,E1224R4,2013-03-24
1226,1,E1226R1,2013-04-25
1226,2,E1226R2,2013-04-26
1226,3,E1226R3,2013-04-27
1226,4,E1226R4,2013-04-28
1227,1,E1227R1,2013-05-02
1227,2,E1227R2,2013-05-03
1227,3,E1227R3,2013-05-04
1228,1,E1228R1,2013-05-30
1228,2,E1228R2,2013-05-31
1228,3,E1228R3,2013-06-01
1228,4,E1228R4,2013-06-02
1229,1,E1229R1,2013-06-13
1229,2,E1229R2,2013-06-14
1229,3,E1229R3,2013-06-15
1229,4,E1229R4,2013-06-16
1230,1,E1230R1,2013-06-20
1230,2,E1230R2,2013-06-21
1230,3,E1230R3,2013-06-22
1230,4,E1230R4,2013-06-23
1231,1,E1231R1,2013-06-27
1231,2,E1231R2,2013-06-28
1231,3,E1231R3,2013-06-29
1231,4,E1231R4,2013-06-30
1231,5,E1231R5,2013-07-01
1232,1,E1232R1,2013-07-11
1232,2,E1232R2,2013-07-12
1232,3,E1232R3,2013-07-13
1232,4,E1232R4,2013-07-14
1233,1,E1233R1,2013-07-18
1233,2,E1233R2,2013-07-19
1233,3,E1233R3,2013-07-20
1233,4,E1233R4,2013-07-21
1234,1,E1234R1,2013-07-25
1234,2,E1234R2,2013-07-26
1234,3,E1234R3,2013-07-27
1234,4,E1234R4,2013-07-28
1235,1,E1235R1,2013-08-01
1235,2,E1235R2,2013-08-02
1235,3,E1235R3,2013-08-03
1235,4,E1235R4,2013-08-04
1236,1,E1236R1,2013-08-08
1236,2,E1236R2,2013-08-09
1236,3,E1236R3,2013-08-10
1236,4,E1236R4,2013-08-11
1237,1,E1237R1,2013-08-15
1237,2,E1237R2,2013-08-16
1237,3,E1237R3,2013-08-17
1237,4,E1237R4,2013-08-18
1238,1,E1238R1,2013-08-22
1238,2,E1238R2,2013-08-23
1238,3,E1238R3,2013-08-24
1238,4,E1238R4,2013-08-25
1239,1,E1239R1,2013-09-12
1239,2,E1239R2,2013-09-13
1239,3,E1239R3,2013-09-14
1239,4,E1239R4,2013-09-15
1240,1,E1240R1,2013-09-26
1240,2,E1240R2,2013-09-27
1240,3,E1240R3,2013-09-28
1240,4,E1240R4,2013-09-29
1241,1,E1241R1,2013-04-04
1241,2,E1241R2,2013-04-05
1241,3,E1241R3,2013-04-06
1241,4,E1241R4,2013-04-07
1242,1,E1242R1,2013-05-16
1242,2,E1242R2,2013-05-17
1242,3,E1242R3,2013-05-18
1242,4,E1242R4,2013-05-19
1243,1,E1243R1,2013-08-29
1243,2,E1243R2,2013-08-30
1243,3,E1243R3,2013-08-31
1243,4,E1243R4,2013-09-01
1245,1,E1245R1,2013-01-18
1245,2,E1245R2,2013-01-19
1245,3,E1245R3,2013-01-20
1246,1,E1246R1,2013-02-08
1246,2,E1246R2,2013-02-09
1246,3,E1246R3,2013-02-10
1247,1,E1247R1,2013-02-15
1247,2,E1247R2,2013-02-16
1247,3,E1247R3,2013-02-17
1248,1,E1248R1,2013-03-15
1248,2,E1248R2,2013-03-16
1248,3,E1248R3,2013-03-17
1249,1,E1249R1,2013-03-22
1249,2,E1249R2,2013-03-23
1249,3,E1249R3,2013-03-24
1250,1,E1250R1,2013-04-19
1250,2,E1250R2,2013-04-20
1250,3,E1250R3,2013-04-21
1251,1,E1251R1,2013-04-26
1251,2,E1251R2,2013-04-27
1251,3,E1251R3,2013-04-28
1252,1,E1252R1,2013-05-03
1252,2,E1252R2,2013-05-04
1252,3,E1252R3,2013-05-05
1253,1,E1253R1,2013-05-23
1253,2,E1253R2,2013-05-24
1253,3,E1253R3,2013-05-25
1253,4,E1253R4,2013-05-26
1254,1,E1254R1,2013-05-31
1254,2,E1254R2,2013-06-01
1254,3,E1254R3,2013-06-02
1255,1,E1255R1,2013-06-06
1255,2,E1255R2,2013-06-07
1255,3,E1255R3,2013-06-08
1255,4,E1255R4,2013-06-09
1256,1,E1256R1,2013-06-21
1256,2,E1256R2,2013-06-22
1256,3,E1256R3,2013-06-23
1257,1,E1257R1,2013-06-27
1257,2,E1257R2,2013-06-28
1257,3,E1257R3,2013-06-29
1257,4,E1257R4,2013-06-30
1258,1,E1258R1,2013-07-11
1258,2,E1258R2,2013-07-12
1258,3,E1258R3,2013-07-13
1258,4,E1258R4,2013-07-14
1259,1,E1259R1,2013-07-25
1259,2,E1259R2,2013-07-26
1259,3,E1259R3,2013-07-27
1259,4,E1259R4,2013-07-28
1259,5,E1259R5,2013-07-29
1260,1,E1260R1,2013-08-02
1260,2,E1260R2,2013-08-03
1260,3,E1260R3,2013-08-04
1261,1,E1261R1,2013-08-16
1261,2,E1261R2,2013-08-17
1261,3,E1261R3,2013-08-18
1262,1,E1262R1,2013-08-23
1262,2,E1262R2,2013-08-24
1262,3,E1262R3,2013-08-25
1263,1,E1263R1,2013-08-30
1263,2,E1263R2,2013-08-31
1263,3,E1263R3,2013-09-01
1264,1,E1264R1,2013-09-06
1264,2,E1264R2,2013-09-07
1264,3,E1264R3,2013-09-08
1265,1,E1265R1,2013-09-20
1265,2,E1265R2,2013-09-21
1265,3,E1265R3,2013-09-22
1266,1,E1266R1,2013-09-27
1266,2,E1266R2,2013-09-28
1266,3,E1266R3,2013-09-29
1267,1,E1267R1,2013-10-11
1267,2,E1267R2,2013-10-12
1267,3,E1267R3,2013-10-13
1268,1,E1268R1,2013-10-18
1268,2,E1268R2,2013-10-19
1268,3,E1268R3,2013-10-20
1269,1,E1269R1,2013-10-25
1269,2,E1269R2,2013-10-26
1269,3,E1269R3,2013-10-27
1270,1,E1270R1,2013-10-31
1270,2,E1270R2,2013-11-01
1270,3,E1270R3,2013-11-02
1270,4,E1270R4,2013-11-03
1271,1,E1271R1,2013-05-16
1271,2,E1271R2,2013-05-17
1271,3,E1271R3,2013-05-18
1271,4,E1271R4,2013-05-19
1272,1,E1272R1,2013-10-03
1272,2,E1272R2,2013-10-04
1272,3,E1272R3,2013-10-05
1272,4,E1272R4,2013-10-06
1273,1,E1273R1,2013-02-14
1273,2,E1273R2,2013-02-15
1273,3,E1273R3,2013-02-16
1273,4,E1273R4,2013-02-17
1274,1,E1274R1,2013-02-21
1274,2,E1274R2,2013-02-22
1274,3,E1274R3,2013-02-23
1274,4,E1274R4,2013-02-24
1275,1,E1275R1,2013-02-28
1275,2,E1275R2,2013-03-01
1275,3,E1275R3,2013-03-02
1275,4,E1275R4,2013-03-03
1276,1,E1276R1,2013-03-14
1276,2,E1276R2,2013-03-15
1276,3,E1276R3,2013-03-16
1276,4,E1276R4,2013-03-17
1277,1,E1277R1,2013-03-21
1277,2,E1277R2,2013-03-22
1277,3,E1277R3,2013-03-23
1277,4,E1277R4,2013-03-24
1278,1,E1278R1,2013-04-04
1278,2,E1278R2,2013-04-05
1278,3,E1278R3,2013-04-06
1278,4,E1278R4,2013-04-07
1279,1,E1279R1,2013-04-17
1279,2,E1279R2,2013-04-18
1279,3,E1279R3,2013-04-19
1279,4,E1279R4,2013-04-20
1280,1,E1280R1,2013-04-25
1280,2,E1280R2,2013-04-26
1280,3,E1280R3,2013-04-27
1280,4,E1280R4,2013-04-28
1281,1,E1281R1,2013-05-02
1281,2,E1281R2,2013-05-03
1281,3,E1281R3,2013-05-04
1281,4,E1281R4,2013-05-05
1282,1,E1282R1,2013-05-16
1282,2,E1282R2,2013-05-17
1282,3,E1282R3,2013-05-18
1282,4,E1282R4,2013-05-19
1283,1,E1283R1,2013-05-24
1283,2,E1283R2,2013-05-25
1283,3,E1283R3,2013-05-26
1284,1,E1284R1,2013-05-31
1284,2,E1284R2,2013-06-01
1284,3,E1284R3,2013-06-02
1285,1,E1285R1,2013-06-06
1285,2,E1285R2,2013-06-07
1285,3,E1285R3,2013-06-08
1285,4,E1285R4,2013-06-09
1286,1,E1286R1,2013-06-21
1286,2,E1286R2,2013-06-22
1286,3,E1286R3,2013-06-23
1287,1,E1287R1,2013-06-27
1287,2,E1287R2,2013-06-28
1287,3,E1287R3,2013-06-29
1287,4,E1287R4,2013-06-30
1288,1,E1288R1,2013-07-11
1288,2,E1288R2,2013-07-12
1288,3,E1288R3,2013-07-13
1288,4,E1288R4,2013-07-14
1289,1,E1289R1,2013-07-18
1289,2,E1289R2,2013-07-19
1289,3,E1289R3,2013-07-20
1289,4,E1289R4,2013-07-21
1290,1,E1290R1,2013-08-01
1290,2,E1290R2,2013-08-02
1290,3,E1290R3,2013-08-03
1290,4,E1290R4,2013-08-04
1291,1,E1291R1,2013-08-22
1291,2,E1291R2,2013-08-23
1291,3,E1291R3,2013-08-24
1291,4,E1291R4,2013-08-25
1292,1,E1292R1,2013-08-29
1292,2,E1292R2,2013-08-30
1292,3,E1292R3,2013-08-31
1292,4,E1292R4,2013-09-01
1293,1,E1293R1,2013-09-12
1293,2,E1293R2,2013-09-13
1293,3,E1293R3,2013-09-14
1293,4,E1293R4,2013-09-15
1294,1,E1294R1,2013-10-03
1294,2,E1294R2,2013-10-04
1294,3,E1294R3,2013-10-05
1294,4,E1294R4,2013-10-06
1295,1,E1295R1,2013-10-10
1295,2,E1295R2,2013-10-11
1295,3,E1295R3,2013-10-12
1295,4,E1295R4,2013-10-13
1296,1,E1296R1,2013-10-18
1296,2,E1296R2,2013-10-19
1296,3,E1296R3,2013-10-20
1297,1,E1297R1,2013-10-24
1297,2,E1297R2,2013-10-25
1297,3,E1297R3,2013-10-26
1297,4,E1297R4,2013-10-27
1298,1,E1298R1,2013-11-08
1298,2,E1298R2,2013-11-09
1298,3,E1298R3,2013-11-10
1299,1,E1299R1,2013-11-14
1299,2,E1299R2,2013-11-15
1299,3,E1299R3,2013-11-16
1299,4,E1299R4,2013-11-17
1300,1,E1300R1,2013-11-21
1300,2,E1300R2,2013-11-22
1300,3,E1300R3,2013-11-23
1300,4,E1300R4,2013-11-24
1302,1,E1302R1,2013-05-23
1302,2,E1302R2,2013-05-24
1302,3,E1302R3,2013-05-25
1302,4,E1302R4,2013-05-26
1303,1,E1303R1,2013-08-16
1303,2,E1303R2,2013-08-17
1303,3,E1303R3,2013-08-18
1304,1,E1304R1,2013-09-05
1304,2,E1304R2,2013-09-06
1304,3,E1304R3,2013-09-07
1304,4,E1304R4,2013-09-08
1306,1,E1306R1,2014-01-03
1306,2,E1306R2,2014-01-04
1306,3,E1306R3,2014-01-05
1306,4,E1306R4,2014-01-06
1307,1,E1307R1,2014-01-16
1307,2,E1307R2,2014-01-17
1307,3,E1307R3,2014-01-18
1307,4,E1307R4,2014-01-19
1308,1,E1308R1,2014-01-30
1308,2,E1308R2,2014-01-31
1308,3,E1308R3,2014-02-01
1308,4,E1308R4,2014-02-02
1309,1,E1309R1,2014-02-06
1309,2,E1309R2,2014-02-07
1309,3,E1309R3,2014-02-08
1309,4,E1309R4,2014-02-09
1310,1,E1310R1,2014-01-23
1310,2,E1310R2,2014-01-24
1310,3,E1310R3,2014-01-25
1310,4,E1310R4,2014-01-26
1311,1,E1311R1,2014-01-09
1311,2,E1311R2,2014-01-10
1311,3,E1311R3,2014-01-11
1311,4,E1311R4,2014-01-12
1312,1,E1312R1,2014-02-13
1312,2,E1312R2,2014-02-14
1312,3,E1312R3,2014-02-15
1312,4,E1312R4,2014-02-16
1313,1,E1313R1,2014-02-27
1313,2,E1313R2,2014-02-28
1313,3,E1313R3,2014-03-01
1313,4,E1313R4,2014-03-02
1314,1,E1314R1,2014-03-20
1314,2,E1314R2,2014-03-21
1314,3,E1314R3,2014-03-22
1314,4,E1314R4,2014-03-23
1315,1,E1315R1,2014-04-24
1315,2,E1315R2,2014-04-25
1315,3,E1315R3,2014-04-26
1315,4,E1315R4,2014-04-27
1316,1,E1316R1,2014-05-08
1316,2,E1316R2,2014-05-09
1316,3,E1316R3,2014-05-10
1316,4,E1316R4,2014-05-11
1317,1,E1317R1,2014-04-10
1317,2,E1317R2,2014-04-11
1317,3,E1317R3,2014-04-12
1317,4,E1317R4,2014-04-13
1318,1,E1318R1,2014-04-17
1318,2,E1318R2,2014-04-18
1318,3,E1318R3,2014-04-19
1318,4,E1318R4,2014-04-20
1319,1,E1319R1,2014-08-14
1319,2,E1319R2,2014-08-15
1319,3,E1319R3,2014-08-16
1319,4,E1319R4,2014-08-17
1320,1,E1320R1,2014-04-03
1320,2,E1320R2,2014-04-04
1320,3,E1320R3,2014-04-05
1320,4,E1320R4,2014-04-06
1321,1,E1321R1,2014-05-15
1321,2,E1321R2,2014-05-16
1321,3,E1321R3,2014-05-17
1321,4,E1321R4,2014-05-18
1322,1,E1322R1,2014-05-22
1322,2,E1322R2,2014-05-23
1322,3,E1322R3,2014-05-24
1322,4,E1322R4,2014-05-25
1323,1,E1323R1,2014-05-29
1323,2,E1323R2,2014-05-30
1323,3,E1323R3,2014-05-31
1323,4,E1323R4,2014-06-01
1324,1,E1324R1,2014-08-21
1324,2,E1324R2,2014-08-22
1324,3,E1324R3,2014-08-23
1324,4,E1324R4,2014-08-24
1325,1,E1325R1,2014-06-12
1325,2,E1325R2,2014-06-13
1325,3,E1325R3,2014-06-14
1325,4,E1325R4,2014-06-15
1326,1,E1326R1,2014-06-05
1326,2,E1326R2,2014-06-06
1326,3,E1326R3,2014-06-07
1326,4,E1326R4,2014-06-08
1327,1,E1327R1,2014-06-19
1327,2,E1327R2,2014-06-20
1327,3,E1327R3,2014-06-21
1327,4,E1327R4,2014-06-22
1328,1,E1328R1,2014-09-04
1328,2,E1328R2,2014-09-05
1328,3,E1328R3,2014-09-06
1328,4,E1328R4,2014-09-07
1329,1,E1329R1,2014-07-17
1329,2,E1329R2,2014-07-18
1329,3,E1329R3,2014-07-19
1329,4,E1329R4,2014-07-20
1330,1,E1330R1,2014-08-07
1330,2,E1330R2,2014-08-08
1330,3,E1330R3,2014-08-09
1330,4,E1330R4,2014-08-10
1331,1,E1331R1,2014-07-31
1331,2,E1331R2,2014-08-01
1331,3,E1331R3,2014-08-02
1331,4,E1331R4,2014-08-03
1332,1,E1332R1,2014-07-24
1332,2,E1332R2,2014-07-25
1332,3,E1332R3,2014-07-26
1332,4,E1332R4,2014-07-27
1333,1,E1333R1,2014-07-10
1333,2,E1333R2,2014-07-11
1333,3,E1333R3,2014-07-12
1333,4,E1333R4,2014-07-13
1334,1,E1334R1,2013-10-17
1334,2,E1334R2,2013-10-18
1334,3,E1334R3,2013-10-19
1334,4,E1334R4,2013-10-20
1335,1,E1335R1,2014-03-27
1335,2,E1335R2,2014-03-28
1335,3,E1335R3,2014-03-29
1335,4,E1335R4,2014-03-30
1336,1,E1336R1,2014-09-11
1336,2,E1336R2,2014-09-12
1336,3,E1336R3,2014-09-13
1336,4,E1336R4,2014-09-14
1337,1,E1337R1,2014-03-13
1337,2,E1337R2,2014-03-14
1337,3,E1337R3,2014-03-15
1337,4,E1337R4,2014-03-16
1338,1,E1338R1,2014-02-19
1338,2,E1338R2,2014-02-20
1338,3,E1338R3,2014-02-21
1338,4,E1338R4,2014-02-22
1338,5,E1338R5,2014-02-23
1339,1,E1339R1,2014-07-31
1339,2,E1339R2,2014-08-01
1339,3,E1339R3,2014-08-02
1339,4,E1339R4,2014-08-03
1340,1,E1340R1,2014-03-06
1340,2,E1340R2,2014-03-07
1340,3,E1340R3,2014-03-08
1340,4,E1340R4,2014-03-09
1341,1,E1341R1,2013-10-31
1341,2,E1341R2,2013-11-01
1341,3,E1341R3,2013-11-02
1341,4,E1341R4,2013-11-03
1342,1,E1342R1,2014-05-01
1342,2,E1342R2,2014-05-02
1342,3,E1342R3,2014-05-03
1342,4,E1342R4,2014-05-04
1343,1,E1343R1,2014-08-29
1343,2,E1343R2,2014-08-30
1343,3,E1343R3,2014-08-31
1343,4,E1343R4,2014-09-01
1344,1,E1344R1,2013-11-14
1344,2,E1344R2,2013-11-15
1344,3,E1344R3,2013-11-16
1344,4,E1344R4,2013-11-17
1345,1,E1345R1,2013-10-10
1345,2,E1345R2,2013-10-11
1345,3,E1345R3,2013-10-12
1345,4,E1345R4,2013-10-13
1346,1,E1346R1,2014-06-26
1346,2,E1346R2,2014-06-27
1346,3,E1346R3,2014-06-28
1346,4,E1346R4,2014-06-29
1347,1,E1347R1,2014-03-06
1347,2,E1347R2,2014-03-07
1347,3,E1347R3,2014-03-08
1347,4,E1347R4,2014-03-09
1348,1,E1348R1,2014-07-03
1348,2,E1348R2,2014-07-04
1348,3,E1348R3,2014-07-05
1348,4,E1348R4,2014-07-06
1349,1,E1349R1,2013-12-05
1349,2,E1349R2,2013-12-06
1349,3,E1349R3,2013-12-07
1349,4,E1349R4,2013-12-08
1350,1,E1350R1,2013-10-24
1350,2,E1350R2,2013-10-25
1350,3,E1350R3,2013-10-26
1350,4,E1350R4,2013-10-27
1351,1,E1351R1,2013-11-07
1351,2,E1351R2,2013-11-08
1351,3,E1351R3,2013-11-09
1351,4,E1351R4,2013-11-10
1352,1,E1352R1,2013-12-11
1352,2,E1352R2,2013-12-12
1352,3,E1352R3,2013-12-13
1352,4,E1352R4,2013-12-14
1354,1,E1354R1,2013-11-21
1354,2,E1354R2,2013-11-22
1354,3,E1354R3,2013-11-23
1354,4,E1354R4,2013-11-24
1355,1,E1355R1,2013-11-28
1355,2,E1355R2,2013-11-29
1355,3,E1355R3,2013-11-30
1355,4,E1355R4,2013-12-01
1356,1,E1356R1,2013-12-05
1356,2,E1356R2,2013-12-06
1356,3,E1356R3,2013-12-07
1356,4,E1356R4,2013-12-08
1357,1,E1357R1,2013-12-05
1357,2,E1357R2,2013-12-06
1357,3,E1357R3,2013-12-07
1357,4,E1357R4,2013-12-08
1358,1,E1358R1,2014-01-09
1358,2,E1358R2,2014-01-10
1358,3,E1358R3,2014-01-11
1358,4,E1358R4,2014-01-12
1359,1,E1359R1,2014-01-16
1359,2,E1359R2,2014-01-17
1359,3,E1359R3,2014-01-18
1359,4,E1359R4,2014-01-19
1360,1,E1360R1,2014-01-22
1360,2,E1360R2,2014-01-23
1360,3,E1360R3,2014-01-24
1360,4,E1360R4,2014-01-25
1361,1,E1361R1,2014-01-30
1361,2,E1361R2,2014-01-31
1361,3,E1361R3,2014-02-01
1361,4,E1361R4,2014-02-02
1362,1,E1362R1,2014-02-06
1362,2,E1362R2,2014-02-07
1362,3,E1362R3,2014-02-08
1362,4,E1362R4,2014-02-09
1363,1,E1363R1,2014-02-13
1363,2,E1363R2,2014-02-14
1363,3,E1363R3,2014-02-15
1363,4,E1363R4,2014-02-16
1364,1,E1364R1,2014-03-13
1364,2,E1364R2,2014-03-14
1364,3,E1364R3,2014-03-15
1364,4,E1364R4,2014-03-16
1365,1,E1365R1,2014-02-27
1365,2,E1365R2,2014-02-28
1365,3,E1365R3,2014-03-01
1365,4,E1365R4,2014-03-02
1367,1,E1367R1,2013-10-17
1367,2,E1367R2,2013-10-18
1367,3,E1367R3,2013-10-19
1367,4,E1367R4,2013-10-20
1369,1,E1369R1,2014-04-17
1369,2,E1369R2,2014-04-18
1369,3,E1369R3,2014-04-19
1369,4,E1369R4,2014-04-20
1370,1,E1370R1,2014-04-24
1370,2,E1370R2,2014-04-25
1370,3,E1370R3,2014-04-26
1370,4,E1370R4,2014-04-27
1371,1,E1371R1,2014-05-01
1371,2,E1371R2,2014-05-02
1371,3,E1371R3,2014-05-03
1371,4,E1371R4,2014-05-04
1372,1,E1372R1,2014-05-08
1372,2,E1372R2,2014-05-09
1372,3,E1372R3,2014-05-10
1372,4,E1372R4,2014-05-11
1373,1,E1373R1,2014-05-15
1373,2,E1373R2,2014-05-16
1373,3,E1373R3,2014-05-17
1373,4,E1373R4,2014-05-18
1374,1,E1374R1,2014-05-22
1374,2,E1374R2,2014-05-23
1374,3,E1374R3,2014-05-24
1374,4,E1374R4,2014-05-25
1375,1,E1375R1,2014-05-29
1375,2,E1375R2,2014-05-30
1375,3,E1375R3,2014-05-31
1375,4,E1375R4,2014-06-01
1376,1,E1376R1,2014-06-05
1376,2,E1376R2,2014-06-06
1376,3,E1376R3,2014-06-07
1376,4,E1376R4,2014-06-08
1377,1,E1377R1,2014-06-12
1377,2,E1377R2,2014-06-13
1377,3,E1377R3,2014-06-14
1377,4,E1377R4,2014-06-15
1378,1,E1378R1,2014-06-19
1378,2,E1378R2,2014-06-20
1378,3,E1378R3,2014-06-21
1378,4,E1378R4,2014-06-22
1379,1,E1379R1,2014-06-26
1379,2,E1379R2,2014-06-27
1379,3,E1379R3,2014-06-28
1379,4,E1379R4,2014-06-29
1380,1,E1380R1,2014-07-03
1380,2,E1380R2,2014-07-04
1380,3,E1380R3,2014-07-05
1380,4,E1380R4,2014-07-06
1381,1,E1381R1,2014-07-10
1381,2,E1381R2,2014-07-11
1381,3,E1381R3,2014-07-12
1381,4,E1381R4,2014-07-13
1382,1,E1382R1,2014-07-24
1382,2,E1382R2,2014-07-25
1382,3,E1382R3,2014-07-26
1382,4,E1382R4,2014-07-27
1383,1,E1383R1,2014-08-21
1383,2,E1383R2,2014-08-22
1383,3,E1383R3,2014-08-23
1383,4,E1383R4,2014-08-24
1384,1,E1384R1,2014-08-28
1384,2,E1384R2,2014-08-29
1384,3,E1384R3,2014-08-30
1384,4,E1384R4,2014-08-31
1385,1,E1385R1,2014-09-04
1385,2,E1385R2,2014-09-05
1385,3,E1385R3,2014-09-06
1385,4,E1385R4,2014-09-07
1386,1,E1386R1,2014-09-11
1386,2,E1386R2,2014-09-12
1386,3,E1386R3,2014-09-13
1386,4,E1386R4,2014-09-14
1387,1,E1387R1,2014-09-18
1387,2,E1387R2,2014-09-19
1387,3,E1387R3,2014-09-20
1387,4,E1387R4,2014-09-21
1388,1,E1388R1,2014-10-02
1388,2,E1388R2,2014-10-03
1388,3,E1388R3,2014-10-04
1388,4,E1388R4,2014-10-05
1389,1,E1389R1,2014-10-09
1389,2,E1389R2,2014-10-10
1389,3,E1389R3,2014-10-11
1389,4,E1389R4,2014-10-12
1391,1,E1391R1,2014-10-23
1391,2,E1391R2,2014-10-24
1391,3,E1391R3,2014-10-25
1391,4,E1391R4,2014-10-26
1392,1,E1392R1,2014-10-30
1392,2,E1392R2,2014-10-31
1392,3,E1392R3,2014-11-01
1392,4,E1392R4,2014-11-02
1394,1,E1394R1,2014-11-13
1394,2,E1394R2,2014-11-14
1394,3,E1394R3,2014-11-15
1394,4,E1394R4,2014-11-16
2115,1,E2115R1,2014-01-17
2115,2,E2115R2,2014-01-18
2115,3,E2115R3,2014-01-19
2116,1,E2116R1,2014-02-07
2116,2,E2116R2,2014-02-08
2116,3,E2116R3,2014-02-09
2117,1,E2117R1,2014-02-14
2117,2,E2117R2,2014-02-15
2117,3,E2117R3,2014-02-16
2118,1,E2118R1,2014-03-14
2118,2,E2118R2,2014-03-15
2118,3,E2118R3,2014-03-16
2119,1,E2119R1,2014-03-21
2119,2,E2119R2,2014-03-22
2119,3,E2119R3,2014-03-23
2120,1,E2120R1,2014-04-18
2120,2,E2120R2,2014-04-19
2120,3,E2120R3,2014-04-20
2121,1,E2121R1,2014-05-02
2121,2,E2121R2,2014-05-03
2121,3,E2121R3,2014-05-04
2122,1,E2122R1,2014-05-15
2122,2,E2122R2,2014-05-16
2122,3,E2122R3,2014-05-17
2122,4,E2122R4,2014-05-18
2123,1,E2123R1,2014-05-22
2123,2,E2123R2,2014-05-23
2123,3,E2123R3,2014-05-24
2123,4,E2123R4,2014-05-25
2124,1,E2124R1,2014-05-30
2124,2,E2124R2,2014-05-31
