event_id,round,Key_Event_Rd,round_dates
518,1,E518R1,2008-02-20
518,2,E518R2,2008-02-21
518,3,E518R3,2008-02-22
518,4,E518R4,2008-02-23
518,5,E518R5,2008-02-24
519,1,E519R1,2008-05-15
519,2,E519R2,2008-05-16
519,3,E519R3,2008-05-17
519,4,E519R4,2008-05-18
520,1,E520R1,2008-06-26
520,2,E520R2,2008-06-27
520,3,E520R3,2008-06-28
520,4,E520R4,2008-06-29
522,1,E522R1,2008-09-04
522,2,E522R2,2008-09-05
522,3,E522R3,2008-09-06
522,4,E522R4,2008-09-07
523,1,E523R1,2008-02-08
523,2,E523R2,2008-02-09
523,3,E523R3,2008-02-10
524,1,E524R1,2008-02-15
524,2,E524R2,2008-02-16
524,3,E524R3,2008-02-17
525,1,E525R1,2008-08-14
525,2,E525R2,2008-08-15
525,3,E525R3,2008-08-16
525,4,E525R4,2008-08-17
526,1,E526R1,2009-01-08
526,2,E526R2,2009-01-09
526,3,E526R3,2009-01-10
526,4,E526R4,2009-01-11
527,1,E527R1,2009-01-21
527,2,E527R2,2009-01-22
527,3,E527R3,2009-01-23
527,4,E527R4,2009-01-24
527,5,E527R5,2009-01-25
528,1,E528R1,2009-01-29
528,2,E528R2,2009-01-30
528,3,E528R3,2009-01-31
528,4,E528R4,2009-02-01
529,1,E529R1,2009-02-12
529,2,E529R2,2009-02-13
529,3,E529R3,2009-02-14
529,4,E529R4,2009-02-15
530,1,E530R1,2009-02-05
530,2,E530R2,2009-02-06
530,3,E530R3,2009-02-07
530,4,E530R4,2009-02-08
531,1,E531R1,2009-01-15
531,2,E531R2,2009-01-16
531,3,E531R3,2009-01-17
531,4,E531R4,2009-01-18
532,1,E532R1,2009-02-19
532,2,E532R2,2009-02-20
532,3,E532R3,2009-02-21
532,4,E532R4,2009-02-22
533,1,E533R1,2009-03-05
533,2,E533R2,2009-03-06
533,3,E533R3,2009-03-07
533,4,E533R4,2009-03-08
534,1,E534R1,2009-03-26
534,2,E534R2,2009-03-27
534,3,E534R3,2009-03-28
534,4,E534R4,2009-03-29
535,1,E535R1,2009-04-23
535,2,E535R2,2009-04-24
535,3,E535R3,2009-04-25
535,4,E535R4,2009-04-26
536,1,E536R1,2009-05-07
536,2,E536R2,2009-05-08
536,3,E536R3,2009-05-09
536,4,E536R4,2009-05-10
537,1,E537R1,2009-04-09
537,2,E537R2,2009-04-10
537,3,E537R3,2009-04-11
537,4,E537R4,2009-04-12
538,1,E538R1,2009-04-16
538,2,E538R2,2009-04-17
538,3,E538R3,2009-04-18
538,4,E538R4,2009-04-19
539,1,E539R1,2009-08-20
539,2,E539R2,2009-08-21
539,3,E539R3,2009-08-22
539,4,E539R4,2009-08-23
540,1,E540R1,2009-04-02
540,2,E540R2,2009-04-03
540,3,E540R3,2009-04-04
540,4,E540R4,2009-04-05
541,1,E541R1,2009-05-21
541,2,E541R2,2009-05-22
541,3,E541R3,2009-05-23
541,4,E541R4,2009-05-24
542,1,E542R1,2009-05-28
542,2,E542R2,2009-05-29
542,3,E542R3,2009-05-30
542,4,E542R4,2009-05-31
543,1,E543R1,2009-06-04
543,2,E543R2,2009-06-05
543,3,E543R3,2009-06-06
543,4,E543R4,2009-06-07
544,1,E544R1,2009-08-27
544,2,E544R2,2009-08-28
544,3,E544R3,2009-08-29
544,4,E544R4,2009-08-30
545,1,E545R1,2009-06-18
545,2,E545R2,2009-06-19
545,3,E545R3,2009-06-20
545,4,E545R4,2009-06-21
545,5,E545R5,2009-06-22
546,1,E546R1,2009-06-11
546,2,E546R2,2009-06-12
546,3,E546R3,2009-06-13
546,4,E546R4,2009-06-14
547,1,E547R1,2009-06-25
547,2,E547R2,2009-06-26
547,3,E547R3,2009-06-27
547,4,E547R4,2009-06-28
548,1,E548R1,2009-09-10
548,2,E548R2,2009-09-11
548,3,E548R3,2009-09-12
548,4,E548R4,2009-09-13
549,1,E549R1,2009-07-16
549,2,E549R2,2009-07-17
549,3,E549R3,2009-07-18
549,4,E549R4,2009-07-19
550,1,E550R1,2009-07-30
550,2,E550R2,2009-07-31
550,3,E550R3,2009-08-01
550,4,E550R4,2009-08-02
551,1,E551R1,2009-08-13
551,2,E551R2,2009-08-14
551,3,E551R3,2009-08-15
551,4,E551R4,2009-08-16
552,1,E552R1,2009-08-06
552,2,E552R2,2009-08-07
552,3,E552R3,2009-08-08
552,4,E552R4,2009-08-09
553,1,E553R1,2009-07-16
553,2,E553R2,2009-07-17
553,3,E553R3,2009-07-18
553,4,E553R4,2009-07-19
554,1,E554R1,2009-07-23
554,2,E554R2,2009-07-24
554,3,E554R3,2009-07-25
554,4,E554R4,2009-07-26
554,5,E554R5,2009-07-27
555,1,E555R1,2009-07-09
555,2,E555R2,2009-07-10
555,3,E555R3,2009-07-11
555,4,E555R4,2009-07-12
556,1,E556R1,2009-10-08
556,2,E556R2,2009-10-09
556,3,E556R3,2009-10-10
556,4,E556R4,2009-10-11
557,1,E557R1,2009-05-14
557,2,E557R2,2009-05-15
557,3,E557R3,2009-05-16
557,4,E557R4,2009-05-17
558,1,E558R1,2009-09-24
558,2,E558R2,2009-09-25
558,3,E558R3,2009-09-26
558,4,E558R4,2009-09-27
559,1,E559R1,2009-03-19
559,2,E559R2,2009-03-20
559,3,E559R3,2009-03-21
559,4,E559R4,2009-03-22
560,1,E560R1,2009-02-25
560,2,E560R2,2009-02-26
560,3,E560R3,2009-02-27
560,4,E560R4,2009-02-28
560,5,E560R5,2009-03-01
561,1,E561R1,2009-08-06
561,2,E561R2,2009-08-07
561,3,E561R3,2009-08-08
561,4,E561R4,2009-08-09
562,1,E562R1,2009-03-12
562,2,E562R2,2009-03-13
562,3,E562R3,2009-03-14
562,4,E562R4,2009-03-15
563,1,E563R1,2009-04-30
563,2,E563R2,2009-05-01
563,3,E563R3,2009-05-02
563,4,E563R4,2009-05-03
564,1,E564R1,2009-09-04
564,2,E564R2,2009-09-05
564,3,E564R3,2009-09-06
564,4,E564R4,2009-09-07
565,1,E565R1,2009-02-26
565,2,E565R2,2009-02-27
565,3,E565R3,2009-02-28
565,4,E565R4,2009-03-01
566,1,E566R1,2009-07-02
566,2,E566R2,2009-07-03
566,3,E566R3,2009-07-04
566,4,E566R4,2009-07-05
567,1,E567R1,2009-03-12
567,2,E567R2,2009-03-13
567,3,E567R3,2009-03-14
567,4,E567R4,2009-03-15
568,1,E568R1,2009-01-23
568,2,E568R2,2009-01-24
568,3,E568R3,2009-01-25
569,1,E569R1,2009-02-13
569,2,E569R2,2009-02-14
569,3,E569R3,2009-02-15
570,1,E570R1,2009-02-20
570,2,E570R2,2009-02-21
570,3,E570R3,2009-02-22
571,1,E571R1,2009-03-06
571,2,E571R2,2009-03-07
571,3,E571R3,2009-03-08
572,1,E572R1,2009-03-13
572,2,E572R2,2009-03-14
572,3,E572R3,2009-03-15
573,1,E573R1,2009-03-27
573,2,E573R2,2009-03-28
573,3,E573R3,2009-03-29
575,1,E575R1,2009-04-17
575,2,E575R2,2009-04-18
575,3,E575R3,2009-04-19
576,1,E576R1,2009-04-24
576,2,E576R2,2009-04-25
576,3,E576R3,2009-04-26
577,1,E577R1,2009-05-15
577,2,E577R2,2009-05-16
577,3,E577R3,2009-05-17
578,1,E578R1,2009-05-21
578,2,E578R2,2009-05-22
578,3,E578R3,2009-05-23
578,4,E578R4,2009-05-24
579,1,E579R1,2009-05-29
579,2,E579R2,2009-05-30
579,3,E579R3,2009-05-31
580,1,E580R1,2009-06-05
580,2,E580R2,2009-06-06
580,3,E580R3,2009-06-07
581,1,E581R1,2009-06-26
581,2,E581R2,2009-06-27
581,3,E581R3,2009-06-28
582,1,E582R1,2009-07-10
582,2,E582R2,2009-07-11
582,3,E582R3,2009-07-12
583,1,E583R1,2009-07-23
583,2,E583R2,2009-07-24
583,3,E583R3,2009-07-25
583,4,E583R4,2009-07-26
584,1,E584R1,2009-07-30
584,2,E584R2,2009-07-31
584,3,E584R3,2009-08-01
584,4,E584R4,2009-08-02
585,1,E585R1,2009-08-20
585,2,E585R2,2009-08-21
585,3,E585R3,2009-08-22
585,4,E585R4,2009-08-23
586,1,E586R1,2009-08-28
586,2,E586R2,2009-08-29
586,3,E586R3,2009-08-30
587,1,E587R1,2009-09-04
587,2,E587R2,2009-09-05
587,3,E587R3,2009-09-06
588,1,E588R1,2009-09-18
588,2,E588R2,2009-09-19
588,3,E588R3,2009-09-20
589,1,E589R1,2009-09-25
589,2,E589R2,2009-09-26
589,3,E589R3,2009-09-27
590,1,E590R1,2009-10-01
590,2,E590R2,2009-10-02
590,3,E590R3,2009-10-03
590,4,E590R4,2009-10-04
591,1,E591R1,2009-10-16
591,2,E591R2,2009-10-17
591,3,E591R3,2009-10-18
592,1,E592R1,2009-10-23
592,2,E592R2,2009-10-24
592,3,E592R3,2009-10-25
593,1,E593R1,2009-10-29
593,2,E593R2,2009-10-30
593,3,E593R3,2009-10-31
593,4,E593R4,2009-11-01
594,1,E594R1,2008-12-03
594,2,E594R2,2008-12-04
594,3,E594R3,2008-12-05
594,4,E594R4,2008-12-06
594,5,E594R5,2008-12-07
594,6,E594R6,2008-12-08
595,1,E595R1,2009-02-05
595,2,E595R2,2009-02-06
595,3,E595R3,2009-02-07
595,4,E595R4,2009-02-08
596,1,E596R1,2009-03-04
596,2,E596R2,2009-03-05
596,3,E596R3,2009-03-06
596,4,E596R4,2009-03-07
596,5,E596R5,2009-03-08
597,1,E597R1,2009-03-11
597,2,E597R2,2009-03-12
597,3,E597R3,2009-03-13
597,4,E597R4,2009-03-14
597,5,E597R5,2009-03-15
598,1,E598R1,2009-03-26
598,2,E598R2,2009-03-27
598,3,E598R3,2009-03-28
598,4,E598R4,2009-03-29
599,1,E599R1,2009-02-26
599,2,E599R2,2009-02-27
599,3,E599R3,2009-02-28
599,4,E599R4,2009-03-01
600,1,E600R1,2009-04-16
600,2,E600R2,2009-04-17
600,3,E600R3,2009-04-18
600,4,E600R4,2009-04-19
601,1,E601R1,2009-04-23
601,2,E601R2,2009-04-24
601,3,E601R3,2009-04-25
601,4,E601R4,2009-04-26
602,1,E602R1,2009-05-14
602,2,E602R2,2009-05-15
602,3,E602R3,2009-05-16
602,4,E602R4,2009-05-17
603,1,E603R1,2009-09-03
603,2,E603R2,2009-09-04
603,3,E603R3,2009-09-05
603,4,E603R4,2009-09-06
604,1,E604R1,2009-05-28
604,2,E604R2,2009-05-29
604,3,E604R3,2009-05-30
604,4,E604R4,2009-05-31
605,1,E605R1,2009-06-04
605,2,E605R2,2009-06-05
605,3,E605R3,2009-06-06
605,4,E605R4,2009-06-07
606,1,E606R1,2009-06-11
606,2,E606R2,2009-06-12
606,3,E606R3,2009-06-13
606,4,E606R4,2009-06-14
607,1,E607R1,2009-06-18
607,2,E607R2,2009-06-19
607,3,E607R3,2009-06-20
607,4,E607R4,2009-06-21
608,1,E608R1,2009-06-25
608,2,E608R2,2009-06-26
608,3,E608R3,2009-06-27
608,4,E608R4,2009-06-28
609,1,E609R1,2009-07-09
609,2,E609R2,2009-07-10
609,3,E609R3,2009-07-11
609,4,E609R4,2009-07-12
610,1,E610R1,2009-07-23
610,2,E610R2,2009-07-24
610,3,E610R3,2009-07-25
610,4,E610R4,2009-07-26
611,1,E611R1,2009-07-30
611,2,E611R2,2009-07-31
611,3,E611R3,2009-08-01
611,4,E611R4,2009-08-02
612,1,E612R1,2009-08-06
612,2,E612R2,2009-08-07
612,3,E612R3,2009-08-08
612,4,E612R4,2009-08-09
613,1,E613R1,2009-08-13
613,2,E613R2,2009-08-14
613,3,E613R3,2009-08-15
613,4,E613R4,2009-08-16
614,1,E614R1,2009-08-20
614,2,E614R2,2009-08-21
614,3,E614R3,2009-08-22
614,4,E614R4,2009-08-23
615,1,E615R1,2009-08-27
615,2,E615R2,2009-08-28
615,3,E615R3,2009-08-29
615,4,E615R4,2009-08-30
616,1,E616R1,2009-09-10
616,2,E616R2,2009-09-11
616,3,E616R3,2009-09-12
616,4,E616R4,2009-09-13
617,1,E617R1,2009-09-17
617,2,E617R2,2009-09-18
617,3,E617R3,2009-09-19
617,4,E617R4,2009-09-20
618,1,E618R1,2009-09-24
618,2,E618R2,2009-09-25
618,3,E618R3,2009-09-26
618,4,E618R4,2009-09-27
619,1,E619R1,2009-04-02
619,2,E619R2,2009-04-03
619,3,E619R3,2009-04-04
619,4,E619R4,2009-04-05
620,1,E620R1,2009-10-01
620,2,E620R2,2009-10-02
620,3,E620R3,2009-10-03
620,4,E620R4,2009-10-04
621,1,E621R1,2009-10-08
621,2,E621R2,2009-10-09
621,3,E621R3,2009-10-10
621,4,E621R4,2009-10-11
622,1,E622R1,2009-10-15
622,2,E622R2,2009-10-16
622,3,E622R3,2009-10-17
622,4,E622R4,2009-10-18
623,1,E623R1,2009-10-22
623,2,E623R2,2009-10-23
623,3,E623R3,2009-10-24
623,4,E623R4,2009-10-25
624,1,E624R1,2009-10-29
624,2,E624R2,2009-10-30
624,3,E624R3,2009-10-31
624,4,E624R4,2009-11-01
625,1,E625R1,2009-10-15
625,2,E625R2,2009-10-16
625,3,E625R3,2009-10-17
625,4,E625R4,2009-10-18
626,1,E626R1,2009-11-12
626,2,E626R2,2009-11-13
626,3,E626R3,2009-11-14
626,4,E626R4,2009-11-15
627,1,E627R1,2009-10-01
627,2,E627R2,2009-10-02
627,3,E627R3,2009-10-03
627,4,E627R4,2009-10-04
627,5,E627R5,2009-10-05
628,1,E628R1,2009-10-22
628,2,E628R2,2009-10-23
628,3,E628R3,2009-10-24
628,4,E628R4,2009-10-25
630,1,E630R1,2001-09-27
630,2,E630R2,2001-09-28
630,3,E630R3,2001-09-29
630,4,E630R4,2001-09-30
632,1,E632R1,2002-09-26
632,2,E632R2,2002-09-27
632,3,E632R3,2002-09-28
632,4,E632R4,2002-09-29
634,1,E634R1,2003-11-20
634,2,E634R2,2003-11-21
634,3,E634R3,2003-11-22
634,4,E634R4,2003-11-23
639,1,E639R1,2008-12-18
639,2,E639R2,2008-12-19
639,3,E639R3,2008-12-20
639,4,E639R4,2008-12-21
645,1,E645R1,2008-11-06
645,2,E645R2,2008-11-07
645,3,E645R3,2008-11-08
645,4,E645R4,2008-11-09
646,1,E646R1,2008-11-20
646,2,E646R2,2008-11-21
646,3,E646R3,2008-11-22
646,4,E646R4,2008-11-23
647,1,E647R1,2008-11-27
647,2,E647R2,2008-11-28
647,3,E647R3,2008-11-29
647,4,E647R4,2008-11-30
648,1,E648R1,2008-12-11
648,2,E648R2,2008-12-12
648,3,E648R3,2008-12-13
648,4,E648R4,2008-12-14
649,1,E649R1,2009-01-08
649,2,E649R2,2009-01-09
649,3,E649R3,2009-01-10
649,4,E649R4,2009-01-11
650,1,E650R1,2009-01-09
650,2,E650R2,2009-01-10
650,3,E650R3,2009-01-11
651,1,E651R1,2009-01-22
651,2,E651R2,2009-01-23
651,3,E651R3,2009-01-24
651,4,E651R4,2009-01-25
652,1,E652R1,2009-01-29
652,2,E652R2,2009-01-30
652,3,E652R3,2009-01-31
652,4,E652R4,2009-02-01
653,1,E653R1,2009-02-12
653,2,E653R2,2009-02-13
653,3,E653R3,2009-02-14
653,4,E653R4,2009-02-15
654,1,E654R1,2009-02-19
654,2,E654R2,2009-02-20
654,3,E654R3,2009-02-21
654,4,E654R4,2009-02-22
655,1,E655R1,2009-02-26
655,2,E655R2,2009-02-27
655,3,E655R3,2009-02-28
655,4,E655R4,2009-03-01
656,1,E656R1,2009-03-19
656,2,E656R2,2009-03-20
656,3,E656R3,2009-03-21
656,4,E656R4,2009-03-22
657,1,E657R1,2008-12-18
657,2,E657R2,2008-12-19
657,3,E657R3,2008-12-20
657,4,E657R4,2008-12-21
658,1,E658R1,2009-01-15
658,2,E658R2,2009-01-16
658,3,E658R3,2009-01-17
658,4,E658R4,2009-01-18
659,1,E659R1,2009-03-26
659,2,E659R2,2009-03-27
659,3,E659R3,2009-03-28
659,4,E659R4,2009-03-29
660,1,E660R1,2009-04-02
660,2,E660R2,2009-04-03
660,3,E660R3,2009-04-04
660,4,E660R4,2009-04-05
661,1,E661R1,2009-04-16
661,2,E661R2,2009-04-17
661,3,E661R3,2009-04-18
661,4,E661R4,2009-04-19
662,1,E662R1,2009-04-23
662,2,E662R2,2009-04-24
662,3,E662R3,2009-04-25
662,4,E662R4,2009-04-26
663,1,E663R1,2009-04-30
663,2,E663R2,2009-05-01
663,3,E663R3,2009-05-02
663,4,E663R4,2009-05-03
664,1,E664R1,2009-05-14
664,2,E664R2,2009-05-15
664,3,E664R3,2009-05-16
664,4,E664R4,2009-05-17
665,1,E665R1,2009-05-07
665,2,E665R2,2009-05-08
665,3,E665R3,2009-05-09
665,4,E665R4,2009-05-10
666,1,E666R1,2009-05-21
666,2,E666R2,2009-05-22
666,3,E666R3,2009-05-23
666,4,E666R4,2009-05-24
667,1,E667R1,2009-05-28
667,2,E667R2,2009-05-29
667,3,E667R3,2009-05-30
667,4,E667R4,2009-05-31
668,1,E668R1,2009-06-04
668,2,E668R2,2009-06-05
668,3,E668R3,2009-06-06
668,4,E668R4,2009-06-07
670,1,E670R1,2009-06-18
670,2,E670R2,2009-06-19
670,3,E670R3,2009-06-20
670,4,E670R4,2009-06-21
671,1,E671R1,2009-06-25
671,2,E671R2,2009-06-26
671,3,E671R3,2009-06-27
671,4,E671R4,2009-06-28
672,1,E672R1,2009-07-02
672,2,E672R2,2009-07-03
672,3,E672R3,2009-07-04
672,4,E672R4,2009-07-05
673,1,E673R1,2009-07-09
673,2,E673R2,2009-07-10
673,3,E673R3,2009-07-11
673,4,E673R4,2009-07-12
674,1,E674R1,2009-07-23
674,2,E674R2,2009-07-24
674,3,E674R3,2009-07-25
674,4,E674R4,2009-07-26
675,1,E675R1,2009-07-30
675,2,E675R2,2009-07-31
675,3,E675R3,2009-08-01
675,4,E675R4,2009-08-02
677,1,E677R1,2009-08-20
677,2,E677R2,2009-08-21
677,3,E677R3,2009-08-22
677,4,E677R4,2009-08-23
678,1,E678R1,2009-08-27
678,2,E678R2,2009-08-28
678,3,E678R3,2009-08-29
678,4,E678R4,2009-08-30
679,1,E679R1,2009-09-03
679,2,E679R2,2009-09-04
679,3,E679R3,2009-09-05
679,4,E679R4,2009-09-06
680,1,E680R1,2009-09-10
680,2,E680R2,2009-09-11
680,3,E680R3,2009-09-12
680,4,E680R4,2009-09-13
681,1,E681R1,2009-09-17
681,2,E681R2,2009-09-18
681,3,E681R3,2009-09-19
681,4,E681R4,2009-09-20
684,1,E684R1,2009-10-01
684,2,E684R2,2009-10-02
684,3,E684R3,2009-10-03
684,4,E684R4,2009-10-04
685,1,E685R1,2009-10-08
685,2,E685R2,2009-10-09
685,3,E685R3,2009-10-10
685,4,E685R4,2009-10-11
686,1,E686R1,2009-10-15
686,2,E686R2,2009-10-16
686,3,E686R3,2009-10-17
686,4,E686R4,2009-10-18
687,1,E687R1,2009-10-22
687,2,E687R2,2009-10-23
687,3,E687R3,2009-10-24
687,4,E687R4,2009-10-25
688,1,E688R1,2009-10-29
688,2,E688R2,2009-10-30
688,3,E688R3,2009-10-31
688,4,E688R4,2009-11-01
689,1,E689R1,2009-11-05
689,2,E689R2,2009-11-06
689,3,E689R3,2009-11-07
689,4,E689R4,2009-11-08
690,1,E690R1,2009-11-12
690,2,E690R2,2009-11-13
690,3,E690R3,2009-11-14
690,4,E690R4,2009-11-15
691,1,E691R1,2009-11-19
691,2,E691R2,2009-11-20
691,3,E691R3,2009-11-21
691,4,E691R4,2009-11-22
692,1,E692R1,
695,1,E695R1,2009-12-10
695,2,E695R2,2009-12-11
695,3,E695R3,2009-12-12
695,4,E695R4,2009-12-13
696,1,E696R1,2009-12-17
696,2,E696R2,2009-12-18
696,3,E696R3,2009-12-19
696,4,E696R4,2009-12-20
697,1,E697R1,2010-01-14
697,2,E697R2,2010-01-15
697,3,E697R3,2010-01-16
697,4,E697R4,2010-01-17
698,1,E698R1,2010-01-07
698,2,E698R2,2010-01-08
698,3,E698R3,2010-01-09
698,4,E698R4,2010-01-10
700,1,E700R1,2009-11-12
700,2,E700R2,2009-11-13
700,3,E700R3,2009-11-14
700,4,E700R4,2009-11-15
701,1,E701R1,2010-01-22
701,2,E701R2,2010-01-23
701,3,E701R3,2010-01-24
702,1,E702R1,2010-02-12
702,2,E702R2,2010-02-13
702,3,E702R3,2010-02-14
703,1,E703R1,2010-02-19
703,2,E703R2,2010-02-20
703,3,E703R3,2010-02-21
704,1,E704R1,2010-03-05
704,2,E704R2,2010-03-06
704,3,E704R3,2010-03-07
705,1,E705R1,2010-03-26
705,2,E705R2,2010-03-27
705,3,E705R3,2010-03-28
707,1,E707R1,2010-04-23
707,2,E707R2,2010-04-24
707,3,E707R3,2010-04-25
708,1,E708R1,2010-04-30
708,2,E708R2,2010-05-01
708,3,E708R3,2010-05-02
709,1,E709R1,2010-05-14
709,2,E709R2,2010-05-15
709,3,E709R3,2010-05-16
710,1,E710R1,2010-05-27
710,2,E710R2,2010-05-28
710,3,E710R3,2010-05-29
710,4,E710R4,2010-05-30
711,1,E711R1,2010-06-04
711,2,E711R2,2010-06-05
711,3,E711R3,2010-06-06
712,1,E712R1,2010-06-25
712,2,E712R2,2010-06-26
712,3,E712R3,2010-06-27
713,1,E713R1,2010-07-22
713,2,E713R2,2010-07-23
713,3,E713R3,2010-07-24
713,4,E713R4,2010-07-25
714,1,E714R1,2010-07-29
714,2,E714R2,2010-07-30
714,3,E714R3,2010-07-31
714,4,E714R4,2010-08-01
715,1,E715R1,2010-08-06
715,2,E715R2,2010-08-07
715,3,E715R3,2010-08-08
716,1,E716R1,2010-08-19
716,2,E716R2,2010-08-20
716,3,E716R3,2010-08-21
716,4,E716R4,2010-08-22
717,1,E717R1,2010-08-27
717,2,E717R2,2010-08-28
717,3,E717R3,2010-08-29
718,1,E718R1,2010-09-03
718,2,E718R2,2010-09-04
718,3,E718R3,2010-09-05
719,1,E719R1,2010-09-10
719,2,E719R2,2010-09-11
719,3,E719R3,2010-09-12
720,1,E720R1,2010-09-24
720,2,E720R2,2010-09-25
720,3,E720R3,2010-09-26
721,1,E721R1,2010-10-01
721,2,E721R2,2010-10-02
721,3,E721R3,2010-10-03
722,1,E722R1,2010-10-07
722,2,E722R2,2010-10-08
722,3,E722R3,2010-10-09
722,4,E722R4,2010-10-10
723,1,E723R1,2010-10-22
723,2,E723R2,2010-10-23
723,3,E723R3,2010-10-24
724,1,E724R1,2010-10-29
724,2,E724R2,2010-10-30
724,3,E724R3,2010-10-31
725,1,E725R1,2010-11-04
725,2,E725R2,2010-11-05
725,3,E725R3,2010-11-06
725,4,E725R4,2010-11-07
726,1,E726R1,2010-04-16
726,2,E726R2,2010-04-17
726,3,E726R3,2010-04-18
727,1,E727R1,2010-01-21
727,2,E727R2,2010-01-22
727,3,E727R3,2010-01-23
727,4,E727R4,2010-01-24
728,1,E728R1,2010-01-28
728,2,E728R2,2010-01-29
728,3,E728R3,2010-01-30
728,4,E728R4,2010-01-31
729,1,E729R1,2010-02-04
729,2,E729R2,2010-02-05
729,3,E729R3,2010-02-06
729,4,E729R4,2010-02-07
730,1,E730R1,2010-03-04
730,2,E730R2,2010-03-05
730,3,E730R3,2010-03-06
730,4,E730R4,2010-03-07
732,1,E732R1,2010-03-25
732,2,E732R2,2010-03-26
732,3,E732R3,2010-03-27
732,4,E732R4,2010-03-28
733,1,E733R1,2010-06-10
733,2,E733R2,2010-06-11
733,3,E733R3,2010-06-12
733,4,E733R4,2010-06-13
734,1,E734R1,2010-04-08
734,2,E734R2,2010-04-09
734,3,E734R3,2010-04-10
734,4,E734R4,2010-04-11
735,1,E735R1,2010-02-11
735,2,E735R2,2010-02-12
735,3,E735R3,2010-02-13
735,4,E735R4,2010-02-14
736,1,E736R1,2010-04-22
736,2,E736R2,2010-04-23
736,3,E736R3,2010-04-24
736,4,E736R4,2010-04-25
737,1,E737R1,2010-04-15
737,2,E737R2,2010-04-16
737,3,E737R3,2010-04-17
737,4,E737R4,2010-04-18
738,1,E738R1,2010-04-29
738,2,E738R2,2010-04-30
738,3,E738R3,2010-05-01
738,4,E738R4,2010-05-02
739,1,E739R1,2010-05-06
739,2,E739R2,2010-05-07
739,3,E739R3,2010-05-08
739,4,E739R4,2010-05-09
740,1,E740R1,2010-05-13
740,2,E740R2,2010-05-14
740,3,E740R3,2010-05-15
740,4,E740R4,2010-05-16
741,1,E741R1,2010-05-20
741,2,E741R2,2010-05-21
741,3,E741R3,2010-05-22
741,4,E741R4,2010-05-23
742,1,E742R1,2010-05-27
742,2,E742R2,2010-05-28
742,3,E742R3,2010-05-29
742,4,E742R4,2010-05-30
743,1,E743R1,2010-06-03
743,2,E743R2,2010-06-04
743,3,E743R3,2010-06-05
743,4,E743R4,2010-06-06
744,1,E744R1,2010-09-16
744,2,E744R2,2010-09-17
744,3,E744R3,2010-09-18
744,4,E744R4,2010-09-19
745,1,E745R1,2010-06-17
745,2,E745R2,2010-06-18
745,3,E745R3,2010-06-19
745,4,E745R4,2010-06-20
746,1,E746R1,2010-06-24
746,2,E746R2,2010-06-25
746,3,E746R3,2010-06-26
746,4,E746R4,2010-06-27
747,1,E747R1,2010-07-01
747,2,E747R2,2010-07-02
747,3,E747R3,2010-07-03
747,4,E747R4,2010-07-04
748,1,E748R1,2010-07-08
748,2,E748R2,2010-07-09
748,3,E748R3,2010-07-10
748,4,E748R4,2010-07-11
749,1,E749R1,2010-07-22
749,2,E749R2,2010-07-23
749,3,E749R3,2010-07-24
749,4,E749R4,2010-07-25
750,1,E750R1,2010-07-29
750,2,E750R2,2010-07-30
750,3,E750R3,2010-07-31
750,4,E750R4,2010-08-01
751,1,E751R1,2010-08-19
751,2,E751R2,2010-08-20
751,3,E751R3,2010-08-21
751,4,E751R4,2010-08-22
752,1,E752R1,2010-08-26
752,2,E752R2,2010-08-27
752,3,E752R3,2010-08-28
752,4,E752R4,2010-08-29
753,1,E753R1,2010-09-02
753,2,E753R2,2010-09-03
753,3,E753R3,2010-09-04
753,4,E753R4,2010-09-05
754,1,E754R1,2010-09-09
754,2,E754R2,2010-09-10
754,3,E754R3,2010-09-11
754,4,E754R4,2010-09-12
755,1,E755R1,2010-09-16
755,2,E755R2,2010-09-17
755,3,E755R3,2010-09-18
755,4,E755R4,2010-09-19
756,1,E756R1,2010-10-07
756,2,E756R2,2010-10-08
756,3,E756R3,2010-10-09
756,4,E756R4,2010-10-10
757,1,E757R1,2010-10-14
757,2,E757R2,2010-10-15
757,3,E757R3,2010-10-16
757,4,E757R4,2010-10-17
758,1,E758R1,2010-10-21
758,2,E758R2,2010-10-22
758,3,E758R3,2010-10-23
758,4,E758R4,2010-10-24
759,1,E759R1,2010-10-28
759,2,E759R2,2010-10-29
759,3,E759R3,2010-10-30
759,4,E759R4,2010-10-31
760,1,E760R1,2010-11-04
760,2,E760R2,2010-11-05
760,3,E760R3,2010-11-06
760,4,E760R4,2010-11-07
761,1,E761R1,2010-11-11
761,2,E761R2,2010-11-12
761,3,E761R3,2010-11-13
761,4,E761R4,2010-11-14
762,1,E762R1,2010-11-18
762,2,E762R2,2010-11-19
762,3,E762R3,2010-11-20
762,4,E762R4,2010-11-21
763,1,E763R1,2010-11-25
763,2,E763R2,2010-11-26
763,3,E763R3,2010-11-27
763,4,E763R4,2010-11-28
764,1,E764R1,2010-01-07
764,2,E764R2,2010-01-08
764,3,E764R3,2010-01-09
764,4,E764R4,2010-01-10
765,1,E765R1,2010-01-20
765,2,E765R2,2010-01-21
765,3,E765R3,2010-01-22
765,4,E765R4,2010-01-23
765,5,E765R5,2010-01-24
765,6,E765R6,2010-01-25
766,1,E766R1,2010-02-25
766,2,E766R2,2010-02-26
766,3,E766R3,2010-02-27
766,4,E766R4,2010-02-28
767,1,E767R1,2010-02-11
767,2,E767R2,2010-02-12
