event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date
384,Cox Classic,"July 26 - 29, 2007",650000," Omaha, NE",7145.0,71.0,Champions Run,2007-07-26,2007-07-29
385,The Senior Open Championship,"July 26 - 29, 2007",2000000," Gullane, Scotland",7034.0,71.0,Muirfield Golf Links,2007-07-26,2007-07-29
386,Preferred Health Systems Wichita Open,"August 2 - 5, 2007",500000," Wichita, KS",6913.0,71.0,Crestview Country Club,2007-08-02,2007-08-05
387,3M Championship,"August 3 - 5, 2007",1750000," Blaine, MN",7100.0,72.0,TPC of the Twin Cities,2007-08-03,2007-08-05
388,Northeast Pennsylvania Classic,"August 9 - 12, 2007",500000,Glenmaura National GC,6990.0,71.0,,2007-08-09,2007-08-12
389,Xerox Classic,"August 16 - 19, 2007",600000,Irondequoit Country Club,6720.0,70.0,,2007-08-16,2007-08-19
390,JELD-WEN Tradition,"August 16 - 19, 2007",2600000,Crosswater Club at Sunriver Resort,7683.0,72.0,,2007-08-16,2007-08-19
391,National Mining Association Pete Dye Classic,"August 23 - 26, 2007",600000,Pete Dye Golf Club,7309.0,72.0,,2007-08-23,2007-08-26
393,Wal-Mart First Tee Open at Pebble Beach,"Aug 31 - September 2, 2007",2000000,,6816.0,72.0,,2007-08-31,2007-09-02
394,Utah Energy Solutions Championship,"September 6 - 9, 2007",500000,Willow Creek Country Club,7104.0,72.0,,2007-09-06,2007-09-09
395,Oregon Classic,"September 13 - 16, 2007",475000,Shadow Hills Country Club,7007.0,72.0,,2007-09-13,2007-09-16
396,Greater Hickory Classic at Rock Barn,"September 14 - 16, 2007",1600000," Conover, NC",7093.0,72.0,Rock Barn Golf & Spa,2007-09-14,2007-09-16
397,Albertsons Boise Open,"September 20 - 23, 2007",675000," Boise, ID",6685.0,71.0,Hillcrest Country Club,2007-09-20,2007-09-23
398,SAS Championship,"September 21 - 23, 2007",2000000," Cary, NC",7197.0,72.0,Prestonwood CC,2007-09-21,2007-09-23
399,Mark Christopher Charity Classic,"October 4 - 7, 2007",525000,Empire Lakes Golf Course,7017.0,71.0,,2007-10-04,2007-10-07
400,Constellation Energy Senior Players Championship,"October 4 - 7, 2007",2600000,Baltimore Country Club/Five Farms,7037.0,70.0,,2007-10-04,2007-10-07
401,WNB Golf Classic,"October 11 - 14, 2007",475000,Midland CC,7354.0,72.0,,2007-10-11,2007-10-14
402,Administaff Small Business Classic,"October 12 - 14, 2007",1700000,Augusta Pines GC,7056.0,72.0,,2007-10-12,2007-10-14
404,AT&T Championship,"October 19 - 21, 2007",1600000," San Antonio, TX",6670.0,71.0,Oak Hills CC,2007-10-19,2007-10-21
405,Miccosukee Championship,"October 25 - 28, 2007",575000,Miccosukee G&CC,7200.0,71.0,,2007-10-25,2007-10-28
406,Charles Schwab Cup Championship,"October 25 - 28, 2007",2500000,Sonoma Golf Club,7103.0,72.0,,2007-10-25,2007-10-28
407,Nationwide Tour Championship,"November 1 - 4, 2007",775000,Barona Creek Golf Club,7088.0,71.0,,2007-11-01,2007-11-04
408,Nationwide Children's Hospital Invitational,"July 12 - 15, 2007",700000," Columbus, OH",7141.0,71.0,OSU Golf Club (Scarlet Course),2007-07-12,2007-07-15
409,Ginn sur Mer Classic at Tesoro,"October 25 - 28, 2007",4500000," Port St. Lucie, FL",7381.0,73.0,Tesoro Club Arnold Palmer Course,2007-10-25,2007-10-28
411,British Open Championship,"July 17 - 20, 2008",8600000," Southport, England",7173.0,70.0,Royal Birkdale GC,2008-07-17,2008-07-20
412,World Golf Championships-Accenture Match Play Cham,"February 20 - 24, 2008",8000000," Marana, AZ",,,The Golf Club at Dove Mountain,2008-02-20,2008-02-24
413,Mercedes-Benz Championship,"January 3 - 6, 2008",5500000," Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2008-01-03,2008-01-06
414,Bob Hope Chrysler Classic,"January 16 - 20, 2008",5100000,,7060.0,72.0,,2008-01-16,2008-01-20
415,FBR Open,"Jan 31 - February 3, 2008",6000000," Scottsdale, AZ",,71.0,TPC Scottsdale (Stadium Course),2008-01-31,2008-02-03
417,Buick Invitational,"January 24 - 27, 2008",5200000,,,72.0,,2008-01-24,2008-01-27
418,Sony Open in Hawaii,"January 10 - 13, 2008",5300000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2008-01-10,2008-01-13
419,Northern Trust Open,"February 14 - 17, 2008",6200000," Pacific Palisades, CA",,71.0,Riviera Country Club,2008-02-14,2008-02-17
420,The Honda Classic,"Feb 28 - March 2, 2008",5500000," Palm Beach Gardens, FL",,70.0,PGA National Resort & Spa (The Champion),2008-02-28,2008-03-02
421,Arnold Palmer Invitational presented by MasterCard,"March 13 - 16, 2008",5800000," Orlando, FL",,70.0,Arnold Palmer's Bay Hill Club & Lodge,2008-03-13,2008-03-16
422,Zurich Classic of New Orleans,"March 27 - 30, 2008",6200000," Avondale, LA",,72.0,TPC Louisiana,2008-03-27,2008-03-30
423,THE PLAYERS Championship,"May 8 - 11, 2008",9500000," Ponte Vedra Beach, FL",,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2008-05-08,2008-05-11
424,AT&T Classic,"May 15 - 18, 2008",5500000," Duluth, GA",7311.0,72.0,TPC Sugarloaf,2008-05-15,2008-05-18
425,Masters Tournament,"April 10 - 13, 2008",7000000," Augusta, GA",,72.0,Augusta National Golf Club,2008-04-10,2008-04-13
426,Verizon Heritage,"April 17 - 20, 2008",5500000," Hilton Head Island, SC",,71.0,Harbour Town Golf Links,2008-04-17,2008-04-20
427,Wyndham Championship,"August 14 - 17, 2008",5100000," Greensboro, NC",7117.0,70.0,Sedgefield Country Club,2008-08-14,2008-08-17
428,Shell Houston Open,"April 3 - 6, 2008",5600000,,7341.0,72.0,,2008-04-03,2008-04-06
429,EDS Byron Nelson Championship,"April 24 - 27, 2008",6400000,,6847.0,70.0,,2008-04-24,2008-04-27
430,Crowne Plaza Invitational at Colonial,"May 22 - 25, 2008",6100000," Fort Worth, TX",,70.0,Colonial Country Club,2008-05-22,2008-05-25
431,the Memorial Tournament presented by Morgan Stanle,"May 29 - June 1, 2008",6000000," Dublin, OH",,72.0,Muirfield Village Golf Club,2008-05-29,2008-06-01
432,The Barclays,"August 21 - 24, 2008",7000000," Paramus, NJ",7319.0,71.0,Ridgewood Country Club,2008-08-21,2008-08-24
433,U.S. Open Championship,"June 12 - 15, 2008",7000000," La Jolla, CA",7643.0,71.0,Torrey Pines (South Course),2008-06-12,2008-06-15
434,Stanford St. Jude Championship,"June 5 - 8, 2008",6000000," Memphis, TN",,70.0,TPC Southwind,2008-06-05,2008-06-08
435,Travelers Championship,"June 19 - 22, 2008",6000000," Cromwell, CT",,70.0,TPC River Highlands,2008-06-19,2008-06-22
436,BMW Championship,"September 4 - 7, 2008",7000000," St. Louis, MO",7324.0,70.0,Bellerive Country Club,2008-09-04,2008-09-07
437,Viking Classic,"September 18 - 21, 2008",3600000," Madison, MS",,72.0,Annandale GC,2008-09-18,2008-09-21
438,Buick Open,"June 26 - 29, 2008",5000000," Grand Blanc, MI",,72.0,Warwick Hills Golf & Country Club,2008-06-26,2008-06-29
439,PGA Championship,"August 7 - 10, 2008",7500000," Bloomfield Township, MI",7395.0,70.0,Oakland Hills CC (South),2008-08-07,2008-08-10
440,World Golf Championships-Bridgestone Invitational,"Jul 31 - August 3, 2008",8000000," Akron, OH",,70.0,Firestone CC (South Course),2008-07-31,2008-08-03
441,U.S. Bank Championship in Milwaukee,"July 17 - 20, 2008",4000000," Milwaukee, WI",,70.0,Brown Deer Park GC,2008-07-17,2008-07-20
442,RBC Canadian Open,"July 24 - 27, 2008",5000000," Oakville, ON",,71.0,Glen Abbey GC,2008-07-24,2008-07-27
443,John Deere Classic,"July 10 - 13, 2008",4200000," Silvis, IL",,71.0,TPC Deere Run,2008-07-10,2008-07-13
444,Justin Timberlake Shriners Hospitals for Children ,"October 16 - 19, 2008",4100000," Las Vegas, NV",,72.0,TPC Summerlin,2008-10-16,2008-10-19
445,Valero Texas Open,"October 9 - 12, 2008",4500000," San Antonio, TX",,70.0,LaCantera GC,2008-10-09,2008-10-12
446,Children's Miracle Network Classic presented by Wa,"November 6 - 9, 2008",4600000,,,72.0,,2008-11-06,2008-11-09
447,THE TOUR Championship presented by Coca-Cola,"September 25 - 28, 2008",7000000," Atlanta, GA",,70.0,East Lake Golf Club,2008-09-25,2008-09-28
448,PODS Championship,"March 6 - 9, 2008",5300000," Palm Harbor, FL",,71.0,Innisbrook Resort (Copperhead Course),2008-03-06,2008-03-09
449,Ryder Cup,"September 18 - 21, 2008",," Louisville, KY",7496.0,71.0,Valhalla Golf Club,2008-09-18,2008-09-21
450,Legends Reno-Tahoe Open,"Jul 31 - August 3, 2008",3000000," Reno, NV",,72.0,Montreux G&CC,2008-07-31,2008-08-03
451,World Golf Championships-CA Championship,"March 20 - 23, 2008",8000000," Doral, FL",,72.0,Trump National Doral Golf Course,2008-03-20,2008-03-23
452,Wachovia Championship,"May 1 - 4, 2008",6400000," Charlotte, NC",,72.0,Quail Hollow Club,2008-05-01,2008-05-04
453,Deutsche Bank Championship,"Aug 29 - September 1, 2008",7000000," Norton, MA",,71.0,TPC Boston,2008-08-29,2008-09-01
454,Mayakoba Golf Classic at Riviera Maya-Cancun,"February 21 - 24, 2008",3500000," Quintana Roo, Mexico",,70.0,El Camaleón Golf Course at Mayakoba,2008-02-21,2008-02-24
455,Turning Stone Resort Championship,"October 2 - 5, 2008",6000000," Verona, NY",,72.0,Atunyote Golf Club,2008-10-02,2008-10-05
456,Frys.com Open,"October 23 - 26, 2008",5000000," Scottsdale, AZ",,70.0,Grayhawk Golf Club Raptor,2008-10-23,2008-10-26
458,Ginn sur Mer Classic,"Oct 30 - November 2, 2008",4600000," Palm Coast, FL",7663.0,72.0,The Conservatory at Hammock Beach,2008-10-30,2008-11-02
459,Puerto Rico Open presented by Banco Popular,"March 20 - 23, 2008",3500000," Rio Grande, Puerto Rico",,72.0,Grand Reserve Country Club,2008-03-20,2008-03-23
461,MasterCard Championship at Hualalai,"January 18 - 20, 2008",1800000," Kailua Kona, HI",7053.0,72.0,Hualalai Resort Golf Club,2008-01-18,2008-01-20
462,Turtle Bay Championship,"January 25 - 27, 2008",1600000," Kahuku, HI",7088.0,72.0,Palmer Course at Turtle Bay Resort,2008-01-25,2008-01-27
465,Toshiba Classic,"March 7 - 9, 2008",1700000," Newport Beach, CA",6584.0,71.0,Newport Beach Country Club,2008-03-07,2008-03-09
466,AT&T Champions Classic,"March 14 - 16, 2008",1600000," Valencia, CA",6973.0,72.0,Valencia Country Club,2008-03-14,2008-03-16
467,The Ginn Championship at Hammock Beach,"March 28 - 30, 2008",2500000," Incheon, South Korea",6468.0,72.0,Sky 72 Golf Club Ocean Course,2008-03-28,2008-03-30
468,The Cap Cana Championship,"April 4 - 6, 2008",2000000," Santo Domingo, Dominican Republic",7260.0,72.0,Jack Nicklaus Course (Dominican Republic),2008-04-04,2008-04-06
469,Outback Steakhouse Pro-Am,"April 18 - 20, 2008",1700000,TPC of Tampa Bay,6783.0,71.0,,2008-04-18,2008-04-20
470,Liberty Mutual Legends of Golf,"April 25 - 27, 2008",2600000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2008-04-25,2008-04-27
471,FedEx Kinko's Classic,"May 2 - 4, 2008",1600000,The Hills CC,6879.0,72.0,,2008-05-02,2008-05-04
472,Regions Charity Classic,"May 16 - 18, 2008",1700000," Mobile, AL",7484.0,72.0,Robert Trent Jones at Ross Bridge,2008-05-16,2008-05-18
473,Senior PGA Championship,"May 22 - 25, 2008",2000000," Rochester, NY",7134.0,70.0,Oak Hill Country Club,2008-05-22,2008-05-25
474,The Principal Charity Classic,"May 30 - June 1, 2008",1600000,Glen Oaks CC,6877.0,71.0,,2008-05-30,2008-06-01
475,Bank of America Championship,"June 20 - 22, 2008",1650000," Concord, MA",6738.0,72.0,Nashawtuc CC,2008-06-20,2008-06-22
476,Commerce Bank Championship,"June 27 - 29, 2008",1600000,Red Course at Eisenhower Park,6904.0,71.0,,2008-06-27,2008-06-29
477,Dick's Sporting Goods Open,"July 4 - 6, 2008",1600000," Endicott, NY",6974.0,72.0,En Joie GC,2008-07-04,2008-07-06
478,3M Championship,"July 18 - 20, 2008",1750000," Blaine, MN",7100.0,72.0,TPC of the Twin Cities,2008-07-18,2008-07-20
479,The MasterCard Senior Open Championship,"July 24 - 27, 2008",2000000," Troon, Scotland",7064.0,71.0,Royal Troon Golf Course,2008-07-24,2008-07-27
480,U.S. Senior Open Championship,"Jul 31 - August 3, 2008",2600000," Colorado Springs, CO",7254.0,70.0,The Broadmoor Resort (East Course),2008-07-31,2008-08-03
481,Boeing Classic,"August 22 - 24, 2008",1600000," Snoqualmie, WA",7264.0,72.0,The Club at Snoqualmie Ridge,2008-08-22,2008-08-24
482,Wal-Mart First Tee Open at Pebble Beach,"August 29 - 31, 2008",2000000,,6822.0,72.0,,2008-08-29,2008-08-31
483,Greater Hickory Classic at Rock Barn,"September 12 - 14, 2008",1700000," Conover, NC",7046.0,72.0,Rock Barn Golf & Spa,2008-09-12,2008-09-14
484,SAS Championship,"September 26 - 28, 2008",2000000," Cary, NC",7137.0,72.0,Prestonwood CC,2008-09-26,2008-09-28
485,Constellation Energy Senior Players Championship,"October 9 - 12, 2008",2600000,Baltimore Country Club/Five Farms,7037.0,70.0,,2008-10-09,2008-10-12
486,Administaff Small Business Classic,"October 17 - 19, 2008",1700000,,7056.0,72.0,,2008-10-17,2008-10-19
487,AT&T Championship,"October 24 - 26, 2008",1650000," San Antonio, TX",6670.0,71.0,Oak Hills CC,2008-10-24,2008-10-26
488,Charles Schwab Cup Championship,"Oct 30 - November 2, 2008",2500000,Sonoma Golf Club,7103.0,72.0,,2008-10-30,2008-11-02
489,Movistar Panama Championship,"January 24 - 27, 2008",600000," Panama City, Panama",6818.0,70.0,Panama GC,2008-01-24,2008-01-27
490,Mexico Open Presented by Corona,"Jan 31 - February 3, 2008",625000,Tres Marias Residential Golf Club,6539.0,73.0,,2008-01-31,2008-02-03
492,Chitimacha Louisiana Open,"March 27 - 30, 2008",525000,,7004.0,71.0,,2008-03-27,2008-03-30
493,Livermore Valley Wine Country Championship,"April 3 - 6, 2008",600000," Livermore, CA",7185.0,72.0,The Course at Wente Vineyards,2008-04-03,2008-04-06
494,Athens Regional Foundation Classic,"April 17 - 20, 2008",525000," Athens, GA",7004.0,72.0,Jennings Mill Country Club,2008-04-17,2008-04-20
495,Henrico County Open,"April 24 - 27, 2008",500000,The Dominion Club,7089.0,72.0,,2008-04-24,2008-04-27
496,South Georgia Classic,"May 1 - 4, 2008",625000," Valdosta, GA",7781.0,72.0,Kinderlou Forest Golf Club,2008-05-01,2008-05-04
497,Fort Smith Classic Presented by Stephens Inc,"May 8 - 11, 2008",550000,Hardscrabble Country Club,6783.0,70.0,,2008-05-08,2008-05-11
499,Melwood Prince George's County Open,"May 22 - 25, 2008",650000,The Country Club at Woodmore,7089.0,72.0,,2008-05-22,2008-05-25
500,Bank of America Open,"May 29 - June 1, 2008",750000," Glenview, IL",7263.0,72.0,The Glen Club,2008-05-29,2008-06-01
501,The Rex Hospital Open,"June 5 - 8, 2008",500000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2008-06-05,2008-06-08
502,Knoxville Open Presented by Food City,"June 19 - 22, 2008",500000," Knoxville, TN",7110.0,72.0,Fox Den Country Club,2008-06-19,2008-06-22
503,Nationwide Tour Players Cup,"July 10 - 13, 2008",1000000,Pete Dye Golf Club,7309.0,72.0,,2008-07-10,2008-07-13
504,Price Cutter Charity Championship,"July 17 - 20, 2008",600000," Springfield, MO",7060.0,72.0,Highland Springs Country Club,2008-07-17,2008-07-20
505,Nationwide Children's Invitational,"July 24 - 27, 2008",750000," Columbus, OH",7141.0,71.0,OSU Golf Club (Scarlet Course),2008-07-24,2008-07-27
506,Cox Classic Presented by Chevrolet,"Jul 31 - August 3, 2008",700000," Omaha, NE",7145.0,71.0,Champions Run,2008-07-31,2008-08-03
507,Preferred Health Systems Wichita Open,"August 7 - 10, 2008",525000," Wichita, KS",6886.0,71.0,Crestview Country Club,2008-08-07,2008-08-10
508,Xerox Classic,"August 14 - 17, 2008",600000,Irondequoit Country Club,6720.0,70.0,,2008-08-14,2008-08-17
509,Northeast Pennsylvania Classic,"August 21 - 24, 2008",525000," Moscow, PA",6810.0,70.0,Elmhurst Country Club,2008-08-21,2008-08-24
510,Albertsons Boise Open,"September 11 - 14, 2008",725000," Boise, ID",6698.0,71.0,Hillcrest Country Club,2008-09-11,2008-09-14
511,Oregon Classic,"September 18 - 21, 2008",500000,Shadow Hills Country Club,7007.0,72.0,,2008-09-18,2008-09-21
512,WNB Golf Classic,"October 9 - 12, 2008",525000,Midland CC,7354.0,72.0,,2008-10-09,2008-10-12
514,Miccosukee Championship,"October 23 - 26, 2008",625000,Miccosukee G&CC,7200.0,71.0,,2008-10-23,2008-10-26
515,Nationwide Tour Championship,"November 6 - 9, 2008",1000000," McKinney, TX",7438.0,71.0,TPC Craig Ranch,2008-11-06,2008-11-09
517,HSBC New Zealand PGA Championship,"February 13 - 17, 2008",650000," Clearwater, FL",7122.0,72.0,Clearwater GC,2008-02-13,2008-02-17
518,Moonah Classic,"February 20 - 24, 2008",750000," Fingal, Australia",6783.0,72.0,Moonah Links,2008-02-20,2008-02-24
519,BMW Charity Pro-Am,"May 15 - 18, 2008",675000,,7435.0,72.0,,2008-05-15,2008-05-18
520,Ford Wayne Gretzky Classic,"June 26 - 29, 2008",800099,,7139.0,71.0,,2008-06-26,2008-06-29
522,Utah Championship,"September 4 - 7, 2008",550000,Willow Creek Country Club,7104.0,71.0,,2008-09-04,2008-09-07
523,Allianz Championship,"February 8 - 10, 2008",1650000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2008-02-08,2008-02-10
524,The ACE Group Classic,"February 15 - 17, 2008",1600000,Quail West Golf Club,6841.0,72.0,,2008-02-15,2008-02-17
525,JELD-WEN Tradition,"August 14 - 17, 2008",2600000,Crosswater Club at Sunriver Resort,7683.0,72.0,,2008-08-14,2008-08-17
526,Mercedes-Benz Championship,"January 8 - 11, 2009",5600000," Kapalua, HI",7411.0,73.0,Kapalua Resort (Plantation Course),2009-01-08,2009-01-11
527,The 50th Bob Hope Classic hosted by Arnold Palmer,"January 21 - 25, 2009",5100000,,6930.0,72.0,,2009-01-21,2009-01-25
528,FBR Open,"Jan 29 - February 1, 2009",6000000," Scottsdale, AZ",7216.0,71.0,TPC Scottsdale (Stadium Course),2009-01-29,2009-02-01
529,AT&T Pebble Beach National Pro-Am,"February 12 - 15, 2009",6100000,,6953.0,72.0,,2009-02-12,2009-02-15
530,Buick Invitational,"February 5 - 8, 2009",5300000,,6915.0,72.0,,2009-02-05,2009-02-08
531,Sony Open in Hawaii,"January 15 - 18, 2009",5400000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2009-01-15,2009-01-18
532,Northern Trust Open,"February 19 - 22, 2009",6300000," Pacific Palisades, CA",7279.0,71.0,Riviera Country Club,2009-02-19,2009-02-22
533,The Honda Classic,"March 5 - 8, 2009",5600000," Palm Beach Gardens, FL",7158.0,70.0,PGA National Resort & Spa (The Champion),2009-03-05,2009-03-08
534,Arnold Palmer Invitational presented by MasterCard,"March 26 - 29, 2009",6000000," Orlando, FL",7167.0,70.0,Arnold Palmer's Bay Hill Club & Lodge,2009-03-26,2009-03-29
535,Zurich Classic of New Orleans,"April 23 - 26, 2009",6300000," Avondale, LA",7399.0,72.0,TPC Louisiana,2009-04-23,2009-04-26
536,THE PLAYERS Championship,"May 7 - 10, 2009",9500000," Ponte Vedra Beach, FL",7215.0,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2009-05-07,2009-05-10
537,The Masters,"April 9 - 12, 2009",7000000," Augusta, GA",7435.0,72.0,Augusta National Golf Club,2009-04-09,2009-04-12
538,Verizon Heritage,"April 16 - 19, 2009",5700000," Hilton Head Island, SC",6973.0,71.0,Harbour Town Golf Links,2009-04-16,2009-04-19
539,Wyndham Championship,"August 20 - 23, 2009",5100000," Greensboro, NC",7117.0,70.0,Sedgefield Country Club,2009-08-20,2009-08-23
540,Shell Houston Open,"April 2 - 5, 2009",5700000," Houston, TX",7457.0,72.0,Golf Club of Houston,2009-04-02,2009-04-05
541,HP Byron Nelson Championship,"May 21 - 24, 2009",6500000," Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2009-05-21,2009-05-24
542,Crowne Plaza Invitational at Colonial,"May 28 - 31, 2009",6200000," Fort Worth, TX",7204.0,70.0,Colonial Country Club,2009-05-28,2009-05-31
543,the Memorial Tournament,"June 4 - 7, 2009",6000000," Dublin, OH",7366.0,72.0,Muirfield Village Golf Club,2009-06-04,2009-06-07
544,The Barclays,"August 27 - 30, 2009",7500000," Jersey City, NJ",7419.0,71.0,Liberty National Golf Club,2009-08-27,2009-08-30
545,U.S. Open Championship,"June 18 - 22, 2009",7500000," Bethpage, NY",7445.0,70.0,Bethpage State Park,2009-06-18,2009-06-22
546,St. Jude Classic presented by FedEx,"June 11 - 14, 2009",5600000," Memphis, TN",7239.0,70.0,TPC Southwind,2009-06-11,2009-06-14
547,Travelers Championship,"June 25 - 28, 2009",6000000," Cromwell, CT",6837.0,70.0,TPC River Highlands,2009-06-25,2009-06-28
548,BMW Championship,"September 10 - 13, 2009",7500000," Lemont, IL",7616.0,71.0,Cog Hill G&CC,2009-09-10,2009-09-13
549,British Open Championship,"July 16 - 19, 2009",8600000," Turnberry, Ayrshire",7204.0,70.0,The Ailsa Championship Course,2009-07-16,2009-07-19
550,Buick Open,"Jul 30 - August 2, 2009",5100000," Grand Blanc, MI",7127.0,72.0,Warwick Hills Golf & Country Club,2009-07-30,2009-08-02
551,PGA Championship,"August 13 - 16, 2009",7500000," Chaska, MN",7674.0,72.0,Hazeltine National Golf Club,2009-08-13,2009-08-16
552,World Golf Championships-Bridgestone Invitational,"August 6 - 9, 2009",8500000," Akron, OH",7400.0,70.0,Firestone CC (South Course),2009-08-06,2009-08-09
553,U.S. Bank Championship in Milwaukee,"July 16 - 19, 2009",4000000," Milwaukee, WI",6759.0,70.0,Brown Deer Park GC,2009-07-16,2009-07-19
554,RBC Canadian Open,"July 23 - 27, 2009",5100000," Oakville, ON",7253.0,72.0,Glen Abbey GC,2009-07-23,2009-07-27
555,John Deere Classic,"July 9 - 12, 2009",4300000," Silvis, IL",7268.0,71.0,TPC Deere Run,2009-07-09,2009-07-12
556,The Presidents Cup,"October 8 - 11, 2009",," San Francisco, CA",7137.0,71.0,TPC Harding Park,2009-10-08,2009-10-11
557,Valero Texas Open,"May 14 - 17, 2009",6100000," San Antonio, TX",6881.0,70.0,LaCantera GC,2009-05-14,2009-05-17
558,THE TOUR Championship presented by Coca-Cola,"September 24 - 27, 2009",7500000," Atlanta, GA",7304.0,70.0,East Lake Golf Club,2009-09-24,2009-09-27
559,Transitions Championship,"March 19 - 22, 2009",5400000," Palm Harbor, FL",7340.0,71.0,Innisbrook Resort (Copperhead Course),2009-03-19,2009-03-22
560,World Golf Championships-Accenture Match Play Championship,"Feb 25 - March 1, 2009",8500000," Marana, AZ",7849.0,72.0,The Golf Club at Dove Mountain,2009-02-25,2009-03-01
561,Legends Reno-Tahoe Open,"August 6 - 9, 2009",3000000," Reno, NV",7472.0,72.0,Montreux G&CC,2009-08-06,2009-08-09
562,World Golf Championships-CA Championship,"March 12 - 15, 2009",8500000," Doral, FL",7266.0,72.0,Trump National Doral Golf Course,2009-03-12,2009-03-15
563,Quail Hollow Championship,"Apr 30 - May 3, 2009",6500000," Charlotte, NC",7442.0,72.0,Quail Hollow Club,2009-04-30,2009-05-03
564,Deutsche Bank Championship,"September 4 - 7, 2009",7500000," Norton, MA",7202.0,71.0,TPC Boston,2009-09-04,2009-09-07
565,Mayakoba Golf Classic at Riviera Maya-Cancun,"Feb 26 - March 1, 2009",3600000," Quintana Roo, Mexico",6923.0,70.0,El Camaleón Golf Course at Mayakoba,2009-02-26,2009-03-01
566,AT&T National,"July 2 - 5, 2009",6000000," Bethesda, MD",7255.0,70.0,Congressional Country Club,2009-07-02,2009-07-05
567,Puerto Rico Open presented by Banco Popular,"March 12 - 15, 2009",3500000," Rio Grande, Puerto Rico",7526.0,72.0,Grand Reserve Country Club,2009-03-12,2009-03-15
568,Mitsubishi Electric Championship at Hualalai,"January 23 - 25, 2009",1800000," Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2009-01-23,2009-01-25
569,Allianz Championship,"February 13 - 15, 2009",1700000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2009-02-13,2009-02-15
570,The ACE Group Classic,"February 20 - 22, 2009",1600000,TPC Treviso Bay,7005.0,72.0,,2009-02-20,2009-02-22
571,Toshiba Classic,"March 6 - 8, 2009",1700000," Newport Beach, CA",6584.0,71.0,Newport Beach Country Club,2009-03-06,2009-03-08
572,AT&T Champions Classic,"March 13 - 15, 2009",1600000," Valencia, CA",6959.0,72.0,Valencia Country Club,2009-03-13,2009-03-15
573,The Cap Cana Championship,"March 27 - 29, 2009",2100000," Santo Domingo, Dominican Republic",7260.0,72.0,Jack Nicklaus Course (Dominican Republic),2009-03-27,2009-03-29
575,Outback Steakhouse Pro-Am,"April 17 - 19, 2009",1700000,TPC of Tampa Bay,6828.0,71.0,,2009-04-17,2009-04-19
576,Liberty Mutual Legends of Golf,"April 24 - 26, 2009",2600000," Savannah, GA",7087.0,72.0,Savannah Harbor Golf Resort,2009-04-24,2009-04-26
577,Regions Charity Classic,"May 15 - 17, 2009",1700000," Mobile, AL",7503.0,72.0,Robert Trent Jones at Ross Bridge,2009-05-15,2009-05-17
578,Senior PGA Championship,"May 21 - 24, 2009",2000000," Beachwood, OH",6895.0,70.0,Canterbury Golf Club,2009-05-21,2009-05-24
579,Principal Charity Classic,"May 29 - 31, 2009",1725000,Glen Oaks CC,6879.0,71.0,,2009-05-29,2009-05-31
580,Triton Financial Classic,"June 5 - 7, 2009",1600000,The Hills CC,7035.0,72.0,,2009-06-05,2009-06-07
581,Dick's Sporting Goods Open,"June 26 - 28, 2009",1650000," Endicott, NY",6974.0,72.0,En Joie GC,2009-06-26,2009-06-28
582,3M Championship,"July 10 - 12, 2009",1750000," Blaine, MN",7100.0,72.0,TPC of the Twin Cities,2009-07-10,2009-07-12
583,The Senior Open Championship,"July 23 - 26, 2009",2000000," Berkshire, England",6616.0,70.0,Sunningdale Golf Club,2009-07-23,2009-07-26
584,U.S. Senior Open Championship,"Jul 30 - August 2, 2009",2600000," Carmel, IN",7316.0,72.0,Crooked Stick Golf Course,2009-07-30,2009-08-02
585,JELD-WEN Tradition,"August 20 - 23, 2009",2700000,Crosswater Club at Sunriver Resort,7533.0,72.0,,2009-08-20,2009-08-23
586,Boeing Classic,"August 28 - 30, 2009",1800000," Snoqualmie, WA",7264.0,72.0,The Club at Snoqualmie Ridge,2009-08-28,2009-08-30
587,Walmart First Tee Open at Pebble Beach,"September 4 - 6, 2009",2100000,,6837.0,72.0,,2009-09-04,2009-09-06
588,Greater Hickory Classic at Rock Barn,"September 18 - 20, 2009",1750000," Conover, NC",7090.0,72.0,Rock Barn Golf & Spa,2009-09-18,2009-09-20
589,SAS Championship,"September 25 - 27, 2009",2100000," Cary, NC",7197.0,72.0,Prestonwood CC,2009-09-25,2009-09-27
590,Constellation Energy Senior Players Championship,"October 1 - 4, 2009",2700000,Baltimore Country Club/Five Farms,7037.0,70.0,,2009-10-01,2009-10-04
591,Administaff Small Business Classic,"October 16 - 18, 2009",1700000," The Woodlands, TX",7018.0,72.0,The Woodlands CC,2009-10-16,2009-10-18
