event_id,tournament_title,event_date,purse,city,Yards,par,golf_course,start_date,end_date
2586,ShopRite LPGA Classic,"June 3 - 5, 2016",1500000," Galloway, NJ",6155.0,71.0,Seaview Hotel and Golf Club,2016-06-03,2016-06-05
2587,KPMG Women's PGA Championship,"June 9 - 12, 2016",3500000," Sammamish, WA",6624.0,71.0,Sahalee Country Club,2016-06-09,2016-06-12
2588,Meijer LPGA Classic,"June 16 - 19, 2016",2000000," Belmont, MI",6414.0,71.0,Blythefield Country Club,2016-06-16,2016-06-19
2589,Walmart NW Arkansas Championship,"June 24 - 26, 2016",2000000," Rogers, AR",6386.0,71.0,Pinnacle Country Club,2016-06-24,2016-06-26
2590,Cambia Portland Classic,"Jun 30 - July 3, 2016",1300000," Portland, OR",6476.0,72.0,Columbia Edgewater Country Club,2016-06-30,2016-07-03
2591,U.S. Women's Open,"July 7 - 10, 2016",4500000," San Martin, CA",6752.0,72.0,CordeValle Golf Club,2016-07-07,2016-07-10
2592,Marathon Classic,"July 14 - 17, 2016",1500000," Sylvania, OH",6506.0,71.0,Highland Meadows GC,2016-07-14,2016-07-17
2593,UL International Crown,"July 21 - 24, 2016",," Gurnee, IL",6668.0,72.0,Merit Club,2016-07-21,2016-07-24
2594,RICOH Women's British Open,"July 28 - 31, 2016",3000000," Jeju Island, South Korea",6463.0,72.0,The Club at Nine Bridges,2016-07-28,2016-07-31
2595,Canadian Pacific Women's Open,"August 25 - 28, 2016",2250000," Priddis, AB",6681.0,72.0,Priddis Greens Golf & Country Club,2016-08-25,2016-08-28
2596,Manulife LPGA Classic,"September 1 - 4, 2016",1600000," Cambridge, ON",6613.0,72.0,Whistle Bear GC,2016-09-01,2016-09-04
2597,The Evian Championship,"September 15 - 18, 2016",3250000,"Bains, France",6470.0,71.0,Evian Resort Golf Club Évian les,2016-09-15,2016-09-18
2598,Sime Darby LPGA Malaysia,"October 26 - 30, 2016",2000000," Kuala Lumpur, Malaysia",6260.0,71.0,TPC Kuala Lumpur,2016-10-26,2016-10-30
2599,LPGA KEB Hana Bank Championship,"October 13 - 16, 2016",2000000," Incheon, South Korea",6364.0,72.0,Sky 72 Golf Club Ocean Course,2016-10-13,2016-10-16
2600,Fubon LPGA Taiwan Championship,"October 6 - 9, 2016",2000000," Taipei, Taiwan",6766.0,72.0,Miramar Golf Country Club,2016-10-06,2016-10-09
2601,Blue Bay LPGA,"October 20 - 23, 2016",2000000," Hainan Island, China",6778.0,72.0,Jian Lake Blue Bay Golf Course,2016-10-20,2016-10-23
2602,TOTO Japan Classic,"November 4 - 6, 2016",1500000," Omitama, Japan",6506.0,72.0,Taiheiyo Club Minori Course,2016-11-04,2016-11-06
2603,Citibanamex Lorena Ochoa Invitational,"November 10 - 13, 2016",1000000," Mexico City, Mexico",6804.0,72.0,Club de Golf Mexico,2016-11-10,2016-11-13
2604,CME Group Tour Championship,"November 17 - 20, 2016",2000000," Naples, FL",6540.0,72.0,Tiburón Golf Club,2016-11-17,2016-11-20
2605,Hero World Challenge,"December 3 - 6, 2015",3500000," New Providence, Bahamas",7302.0,72.0,Albany GC,2015-12-03,2015-12-06
2606,Web.com Tour Qualifying Tournament,"December 10 - 13, 2015",510000,,7025.0,72.0,,2015-12-10,2015-12-13
2607,Mitsubishi Electric Championship,"January 21 - 23, 2016",1800000," Kailua Kona, HI",7053.0,72.0,Hualalai Resort Golf Club,2016-01-21,2016-01-23
2608,Panama Claro Championship,"January 28 - 31, 2016",625000," Panama City, Panama",7171.0,70.0,Panama GC,2016-01-28,2016-01-31
2609,Club Colombia Championship presented by Claro,"February 4 - 7, 2016",700000," Bogota, Colombia",7237.0,71.0,Country Club de Bogota Lagos,2016-02-04,2016-02-07
2610,Chitimacha Louisiana Open presented by NACHER,"March 17 - 20, 2016",550000," Broussard, LA",7067.0,71.0,Le Triomphe CC,2016-03-17,2016-03-20
2611,Brasil Champions,"Mar 31 - April 3, 2016",700000," Sao Paulo, Brazil",6574.0,71.0,Sao Paulo Golf Club,2016-03-31,2016-04-03
2612,Servientrega Championship presented by Efecty,"April 7 - 10, 2016",700000," Cartagena, Colombia",7135.0,72.0,TPC Cartagena,2016-04-07,2016-04-10
2613,El Bosque Mexico Championship,"April 21 - 24, 2016",650000," Valencia, Spain",7762.0,72.0,El Bosque Golf Club,2016-04-21,2016-04-24
2614,United Leasing Championship presented by PTI,"Apr 28 - May 1, 2016",600000," Newburgh, IN",7242.0,72.0,Victoria National Golf Club,2016-04-28,2016-05-01
2615,Rex Hospital Open,"May 12 - 15, 2016",650000," Raleigh, NC",7257.0,71.0,TPC at Wakefield Plantation,2016-05-12,2016-05-15
2616,BMW Charity Pro Am pres. by SYNNEX Corporation,"May 19 - 22, 2016",675000,,7024.0,71.0,,2016-05-19,2016-05-22
2617,Corales Puntacana Resort & Club Championship,"June 2 - 5, 2016",625000," Punta Cana, Dominican Republic",7668.0,72.0,Puntacana Resort & Club (Corales Golf Course),2016-06-02,2016-06-05
2618,Rust-Oleum Championship,"June 9 - 12, 2016",600000," Mundelein, IL",7059.0,72.0,Ivanhoe Club,2016-06-09,2016-06-12
2619,Nashville Golf Open,"June 16 - 19, 2016",550000," Nashville, TN",7563.0,72.0,Nashville Golf & Athletic Club,2016-06-16,2016-06-19
2620,Air Capital Classic presented by Aetna,"June 23 - 26, 2016",625000," Wichita, KS",6926.0,70.0,Crestview Country Club,2016-06-23,2016-06-26
2621,LECOM Health Challenge,"July 7 - 10, 2016",600000," Findley Lake, NY",7088.0,72.0,Peek 'n Peak Resort,2016-07-07,2016-07-10
2622,Lincoln Land Charity Championship,"July 14 - 17, 2016",550000," Springfield, IL",7228.0,71.0,Panther Creek Country Club,2016-07-14,2016-07-17
2623,Utah Championship presented by Zions Bank,"July 21 - 24, 2016",650000," Salt Lake City, UT",7585.0,71.0,GC At Thanksgiving Point,2016-07-21,2016-07-24
2624,Ellie Mae Classic at TPC Stonebrae,"July 28 - 31, 2016",600000," Hayward, CA",7024.0,70.0,TPC San Francisco Bay at Stonebrae,2016-07-28,2016-07-31
2625,Digital Ally Open,"August 4 - 7, 2016",650000," Overland Park, KS",7237.0,71.0,Nicklaus Golf Club at LionsGate,2016-08-04,2016-08-07
2626,Price Cutter Charity Championship,"August 11 - 14, 2016",675000," Springfield, MO",7115.0,72.0,Highland Springs Country Club,2016-08-11,2016-08-14
2627,News Sentinel Open presented by Pilot,"August 18 - 21, 2016",550000," Knoxville, TN",7071.0,71.0,Fox Den Country Club,2016-08-18,2016-08-21
2628,WinCo Foods Portland Open,"August 25 - 28, 2016",800000," Portland, OR",7109.0,71.0,Pumpkin Ridge Golf Club (Witch Hollow),2016-08-25,2016-08-28
2629,DAP Championship,"September 8 - 11, 2016",1000000," Beachwood, OH",6991.0,70.0,Canterbury Golf Club,2016-09-08,2016-09-11
2630,Albertsons Boise Open presented by Kraft Nabisco,"September 15 - 18, 2016",1000000," Boise, ID",6880.0,71.0,Hillcrest Country Club,2016-09-15,2016-09-18
2631,Nationwide Children's Hospital Championship,"September 22 - 25, 2016",1000000," Columbus, OH",7455.0,71.0,OSU Golf Club (Scarlet Course),2016-09-22,2016-09-25
2632,Web.com Tour Championship,"October 6 - 9, 2016",1000000,,6849.0,71.0,,2016-10-06,2016-10-09
2633,"Real Club Valderrama Open de Espana, Hosted by the","April 14 - 17, 2016",,Valderrama GC,6991.0,71.0,,2016-04-14,2016-04-17
2634,Shenzhen International,"April 21 - 24, 2016",,Genzon GC,7145.0,72.0,,2016-04-21,2016-04-24
2635,Volvo China Open,"Apr 28 - May 1, 2016",,Topwin Golf & CC,7261.0,72.0,,2016-04-28,2016-05-01
2636,Trophee Hassan II,"May 5 - 8, 2016",,,6788.0,72.0,,2016-05-05,2016-05-08
2637,AfrAsia Bank Mauritius Open,"May 12 - 15, 2016",,Four Seasons GC,7401.0,72.0,,2016-05-12,2016-05-15
2638,Dubai Duty Free Irish Open Hosted By The Rory Foun,"May 19 - 22, 2016",, Kildare,7350.0,72.0,The K Club,2016-05-19,2016-05-22
2639,BMW PGA Championship,"May 26 - 29, 2016",,Wentworth GC,7302.0,72.0,,2016-05-26,2016-05-29
2640,Nordea Masters,"June 2 - 5, 2016",,Bro Hoff Slott GC,7511.0,72.0,,2016-06-02,2016-06-05
2641,Lyoness Open Powered by Greenfinity,"June 9 - 12, 2016",,Diamond Country Club,7433.0,72.0,,2016-06-09,2016-06-12
2642,BMW International Open,"June 23 - 26, 2016",,Golf Club Gut Laerchenhof,7229.0,72.0,,2016-06-23,2016-06-26
2643,100th Open de France,"Jun 30 - July 3, 2016",," Paris, France",7249.0,71.0,Le Golf National,2016-06-30,2016-07-03
2644,Aberdeen Asset Management Scottish Open,"July 7 - 10, 2016",,Castle Stuart Golf Links,7193.0,72.0,,2016-07-07,2016-07-10
2645,D+D Real Czech Masters,"August 18 - 21, 2016",,Albatross Golf Resort,7466.0,72.0,,2016-08-18,2016-08-21
2646,Made in Denmark,"August 25 - 28, 2016",,Himmerland Golf & Spa Resort,6851.0,71.0,,2016-08-25,2016-08-28
2647,Omega European Masters,"September 1 - 4, 2016",,Sierre,6848.0,70.0,Crans sur,2016-09-01,2016-09-04
2648,KLM Open,"September 8 - 11, 2016",,The Dutch,6981.0,71.0,,2016-09-08,2016-09-11
2649,Italian Open,"September 15 - 18, 2016",,Golf Club Milano,7156.0,71.0,,2016-09-15,2016-09-18
2650,Porsche European Open,"September 22 - 25, 2016",,Golf Resort Bad Griesbach,7188.0,71.0,,2016-09-22,2016-09-25
2651,Alfred Dunhill Links Championship,"October 6 - 9, 2016",,,7307.0,72.0,,2016-10-06,2016-10-09
2652,British Masters supported by Sky Sports,"October 13 - 16, 2016",," Hertfordshire, England",7121.0,71.0,The Grove at England,2016-10-13,2016-10-16
2653,Portugal Masters,"October 20 - 23, 2016",,Oceanico Victoria Clube de Golfe,7209.0,71.0,,2016-10-20,2016-10-23
2654,WGC - HSBC Champions,"October 27 - 30, 2016",,,,,,2016-10-27,2016-10-30
2655,TURKISH AIRLINES OPEN,"November 3 - 6, 2016",,Regnum Carya Golf & Spa Resort,7127.0,71.0,,2016-11-03,2016-11-06
2656,Nedbank Golf Challenge Hosted by Gary Player,"November 10 - 13, 2016",,Gary Player CC,7162.0,72.0,,2016-11-10,2016-11-13
2657,"DP WORLD TOUR CHAMPIONSHIP, DUBAI","November 17 - 20, 2016",,Jumeirah Golf Estates,7675.0,72.0,,2016-11-17,2016-11-20
2664,King's Cup,"July 28 - 31, 2016",,Phoenix Gold Golf Club,6698.0,70.0,,2016-07-28,2016-07-31
2689,SBS Tournament of Champions,"January 5 - 8, 2017",6100000," Kapalua, HI",7452.0,73.0,Kapalua Resort (Plantation Course),2017-01-05,2017-01-08
2690,CareerBuilder Challenge,"January 19 - 22, 2017",5800000,,7060.0,72.0,,2017-01-19,2017-01-22
2691,Waste Management Phoenix Open,"February 2 - 5, 2017",6700000," Scottsdale, AZ",7216.0,71.0,TPC Scottsdale (Stadium Course),2017-02-02,2017-02-05
2692,AT&T Pebble Beach Pro-Am,"February 9 - 12, 2017",7200000,,6953.0,72.0,,2017-02-09,2017-02-12
2693,Farmers Insurance Open,"January 26 - 29, 2017",6700000,,7258.0,72.0,,2017-01-26,2017-01-29
2694,Sony Open in Hawaii,"January 12 - 15, 2017",6000000," Honolulu, HI",7044.0,70.0,Waialae Country Club,2017-01-12,2017-01-15
2695,Genesis Open,"February 16 - 19, 2017",7000000," Pacific Palisades, CA",7322.0,71.0,Riviera Country Club,2017-02-16,2017-02-19
2696,The Honda Classic,"February 23 - 26, 2017",6400000," Palm Beach Gardens, FL",7140.0,70.0,PGA National Resort & Spa (The Champion),2017-02-23,2017-02-26
2697,Arnold Palmer Invitational presented by Mastercard,"March 16 - 19, 2017",8700000," Orlando, FL",7419.0,72.0,Arnold Palmer's Bay Hill Club & Lodge,2017-03-16,2017-03-19
2698,Zurich Classic of New Orleans,"April 27 - 30, 2017",7100000," Avondale, LA",7425.0,72.0,TPC Louisiana,2017-04-27,2017-04-30
2699,THE PLAYERS Championship,"May 11 - 14, 2017",10500000," Ponte Vedra Beach, FL",7189.0,72.0,TPC Sawgrass (THE PLAYERS Stadium Course),2017-05-11,2017-05-14
2700,2017 Masters Tournament,"April 6 - 9, 2017",10000000," Augusta, GA",7435.0,72.0,Augusta National Golf Club,2017-04-06,2017-04-09
2701,RBC Heritage,"April 13 - 16, 2017",6500000," Hilton Head Island, SC",7099.0,71.0,Harbour Town Golf Links,2017-04-13,2017-04-16
2702,Wyndham Championship,"August 17 - 20, 2017",5800000," Greensboro, NC",7127.0,70.0,Sedgefield Country Club,2017-08-17,2017-08-20
2703,Shell Houston Open,"Mar 30 - April 2, 2017",7000000," Houston, TX",7441.0,72.0,Golf Club of Houston,2017-03-30,2017-04-02
2704,AT&T Byron Nelson,"May 18 - 21, 2017",7500000," Irving, TX",7166.0,70.0,TPC Four Seasons Resort,2017-05-18,2017-05-21
2705,DEAN & DELUCA Invitational,"May 25 - 28, 2017",6900000," Fort Worth, TX",7209.0,70.0,Colonial Country Club,2017-05-25,2017-05-28
2706,the Memorial Tournament presented by Nationwide,"June 1 - 4, 2017",8700000," Dublin, OH",7392.0,72.0,Muirfield Village Golf Club,2017-06-01,2017-06-04
2707,FedEx St. Jude Classic,"June 8 - 11, 2017",6400000," Memphis, TN",7244.0,70.0,TPC Southwind,2017-06-08,2017-06-11
2708,Travelers Championship,"June 22 - 25, 2017",6800000," Cromwell, CT",6841.0,70.0,TPC River Highlands,2017-06-22,2017-06-25
2709,BMW Championship,"September 14 - 17, 2017",8750000," Lake Forest, IL",7208.0,71.0,Conway Farms Golf Club,2017-09-14,2017-09-17
2710,The Open,"July 20 - 23, 2017",10250000," Southport, England",7156.0,70.0,Royal Birkdale GC,2017-07-20,2017-07-23
2711,Sanderson Farms Championship,"October 27 - 30, 2016",4200000," Jackson, MS",7421.0,72.0,Country Club of Jackson,2016-10-27,2016-10-30
2712,PGA Championship,"August 10 - 13, 2017",10500000," Charlotte, NC",7600.0,71.0,Quail Hollow Club,2017-08-10,2017-08-13
2713,World Golf Championships-Bridgestone Invitational,"August 3 - 6, 2017",9750000," Akron, OH",7400.0,70.0,Firestone CC (South Course),2017-08-03,2017-08-06
2714,RBC Canadian Open,"July 27 - 30, 2017",6000000," Oakville, ON",7253.0,72.0,Glen Abbey GC,2017-07-27,2017-07-30
2715,John Deere Classic,"July 13 - 16, 2017",5600000,,7268.0,71.0,,2017-07-13,2017-07-16
2716,Shriners Hospitals for Children Open,"November 3 - 6, 2016",6600000," Las Vegas, NV",7255.0,71.0,TPC Summerlin,2016-11-03,2016-11-06
2717,Valero Texas Open,"April 20 - 23, 2017",6200000," San Antonio, TX",7435.0,72.0,TPC San Antonio (Oaks Course),2017-04-20,2017-04-23
2718,TOUR Championship,"September 21 - 24, 2017",8750000,,7362.0,70.0,,2017-09-21,2017-09-24
2719,Valspar Championship,"March 9 - 12, 2017",6300000," Palm Harbor, FL",7340.0,71.0,Innisbrook Resort (Copperhead Course),2017-03-09,2017-03-12
2720,World Golf Championships-Dell Technologies Match Play,"March 22 - 26, 2017",9750000," Austin, TX",7108.0,71.0,Austin Country Club,2017-03-22,2017-03-26
2721,Barracuda Championship,"August 3 - 6, 2017",3300000," Reno, NV",7472.0,72.0,Montreux G&CC,2017-08-03,2017-08-06
2722,World Golf Championships-HSBC Champions,"October 26 - 30, 2016",9500000," Shanghai, China",7261.0,72.0,Sheshan International GC,2016-10-26,2016-10-30
2723,Dell Technologies Championship,"September 1 - 4, 2017",8750000," Norton, MA",7342.0,71.0,TPC Boston,2017-09-01,2017-09-04
2724,OHL Classic at Mayakoba,"November 10 - 13, 2016",7000010," Quintana Roo, Mexico",6987.0,71.0,El Camaleón Golf Course at Mayakoba,2016-11-10,2016-11-13
2725,Safeway Open,"October 13 - 16, 2016",6000000," Napa, CA",7203.0,72.0,Silverado Resort (North Course),2016-10-13,2016-10-16
2726,Puerto Rico Open,"March 23 - 26, 2017",3000000," Rio Grande, Puerto Rico",7506.0,72.0,Grand Reserve Country Club,2017-03-23,2017-03-26
2727,The Greenbrier Classic,"July 6 - 9, 2017",7100000," White Sulphur Springs, WV",7286.0,70.0,The Old White Course,2017-07-06,2017-07-09
2728,CIMB Classic,"October 20 - 23, 2016",7000000," Kuala Lumpur, Malaysia",6246.0,71.0,TPC Kuala Lumpur,2016-10-20,2016-10-23
2729,The RSM Classic,"November 17 - 20, 2016",6000000,,7005.0,70.0,,2016-11-17,2016-11-20
2730,Barbasol Championship,"July 20 - 23, 2017",3500000," Auburn, AL",7302.0,71.0,RTJ Trail Grand National Lake,2017-07-20,2017-07-23
3065,THE NORTHERN TRUST,"August 24 - 27, 2017",8750000,,7346.0,70.0,,2017-08-24,2017-08-27
3066,U.S. Open,"June 15 - 18, 2017",12000000," Erin, WI",7741.0,72.0,Erin Hills,2017-06-15,2017-06-18
3067,Wells Fargo Championship,"May 4 - 7, 2017",7500000," Wilmington, NC",7396.0,72.0,Eagle Point Golf Club,2017-05-04,2017-05-07
3068,Quicken Loans National,"Jun 29 - July 2, 2017",7100000,,7107.0,70.0,,2017-06-29,2017-07-02
3069,Hero World Challenge,"December 1 - 4, 2016",3500000," New Providence, Bahamas",7309.0,72.0,Albany GC,2016-12-01,2016-12-04
3070,Presidents Cup,"Sep 28 - October 1, 2017",," Jersey City, NJ",7328.0,71.0,Liberty National Golf Club,2017-09-28,2017-10-01
3368,Olympic Men's Golf Competition,"August 11 - 14, 2016",,Olympic Golf Course,7132.0,71.0,,2016-08-11,2016-08-14
3369,Olympic Women's Golf Competition,"August 17 - 20, 2016",,Olympic Golf Course,7132.0,71.0,,2016-08-17,2016-08-20
3383,World Cup of Golf,"November 24 - 27, 2016",,Kingston Heath Golf Club,7059.0,72.0,,2016-11-24,2016-11-27
3384,Fiji International,"October 6 - 9, 2016",,Natadola Bay GC,6947.0,72.0,,2016-10-06,2016-10-09
3385,Reignwood LPGA Classic,"Sep 29 - October 2, 2016",2100000," Beijing, China",6596.0,73.0,Pine Valley Golf Club,2016-09-29,2016-10-02
3611,Australian PGA Championship,"December 1 - 4, 2016",,RACV Royal Pines Resort,7364.0,72.0,,2016-12-01,2016-12-04
3612,Alfred Dunhill Championship,"December 1 - 4, 2016",,Leopard Creek GC,7287.0,72.0,,2016-12-01,2016-12-04
3613,UBS Hong Kong Open,"December 8 - 11, 2016",,Hong Kong GC,6699.0,70.0,,2016-12-08,2016-12-11
3614,BMW SA Open hosted by City of Ekurhuleni,"January 12 - 15, 2017",,Glendower GC,7594.0,72.0,,2017-01-12,2017-01-15
3615,Abu Dhabi HSBC Championship,"January 19 - 22, 2017",,Abu Dhabi CC,7600.0,72.0,,2017-01-19,2017-01-22
3616,Commercial Bank Qatar Masters,"January 26 - 29, 2017",,Doha GC,7400.0,72.0,,2017-01-26,2017-01-29
3617,Omega Dubai Desert Classic,"February 2 - 5, 2017",,Emirates GC,7328.0,72.0,,2017-02-02,2017-02-05
3618,Maybank Championship,"February 9 - 12, 2017",,Saujana G & CC,6947.0,72.0,,2017-02-09,2017-02-12
3620,Joburg Open,"February 23 - 26, 2017",,,7203.0,71.0,,2017-02-23,2017-02-26
3621,Tshwane Open,"March 2 - 5, 2017",,Pretoria CC,7081.0,71.0,,2017-03-02,2017-03-05
3622,Hero Indian Open,"March 9 - 12, 2017",,DLF Golf and Country Club,7657.0,72.0,,2017-03-09,2017-03-12
3623,Trophee Hassan II,"April 13 - 16, 2017",,,6788.0,72.0,,2017-04-13,2017-04-16
3624,Shenzhen International,"April 20 - 23, 2017",,Genzon GC,7145.0,72.0,,2017-04-20,2017-04-23
3625,Volvo China Open,"April 27 - 30, 2017",,Topwin Golf & CC,7261.0,72.0,,2017-04-27,2017-04-30
3626,Pure Silk-Bahamas LPGA Classic,"January 26 - 29, 2017",1400000," Paradise Island, Bahamas",6625.0,73.0,Ocean Club Golf Course,2017-01-26,2017-01-29
3627,ISPS Handa Women's Australian Open,"February 16 - 19, 2017",1300000," Adelaide, Australia",6681.0,73.0,Royal Adelaide Golf Club,2017-02-16,2017-02-19
3628,Honda LPGA Thailand,"February 23 - 26, 2017",1600000," Chon Buri, Thailand",6642.0,72.0,Siam Country Club (Pattaya Old Course),2017-02-23,2017-02-26
3629,HSBC Women's Champions,"March 2 - 5, 2017",1500000," Singapore, Singapore",6683.0,72.0,Sentosa Golf Club (Serapong Course),2017-03-02,2017-03-05
3630,Bank of Hope Founders Cup,"March 16 - 19, 2017",1500000," Phoenix, AZ",6679.0,72.0,Wildfire at Desert Ridge,2017-03-16,2017-03-19
3631,Kia Classic,"March 23 - 26, 2017",1800000," Carlsbad, CA",6593.0,72.0,Aviara Golf Club,2017-03-23,2017-03-26
3632,ANA Inspiration,"Mar 30 - April 2, 2017",2700000," Rancho Mirage, CA",6763.0,72.0,Mission Hills Country Club,2017-03-30,2017-04-02
3633,LOTTE Championship,"April 12 - 15, 2017",2000000," Kapolei, HI",6397.0,72.0,Ko Olina Golf Club,2017-04-12,2017-04-15
3634,Volunteers of America Texas Shootout,"April 27 - 30, 2017",1300000," Irving, TX",6441.0,71.0,Las Colinas Country Club,2017-04-27,2017-04-30
3636,Kingsmill Championship,"May 18 - 21, 2017",1300000," Williamsburg, VA",6430.0,71.0,Kingsmill Resort & Spa,2017-05-18,2017-05-21
3637,LPGA Volvik Championship,"May 25 - 28, 2017",1300000," Ann Arbor, MI",6734.0,72.0,Travis Pointe Country Club,2017-05-25,2017-05-28
3638,ShopRite LPGA Classic,"June 2 - 4, 2017",1500000," Galloway, NJ",6155.0,71.0,Seaview Hotel and Golf Club,2017-06-02,2017-06-04
3639,Manulife LPGA Classic,"June 8 - 11, 2017",1700000," Cambridge, ON",6613.0,72.0,Whistle Bear GC,2017-06-08,2017-06-11
3640,Meijer LPGA Classic for Simply Give,"June 15 - 18, 2017",2000000," Belmont, MI",6451.0,69.0,Blythefield Country Club,2017-06-15,2017-06-18
3641,Walmart NW Arkansas Championship,"June 23 - 25, 2017",2000000," Rogers, AR",6331.0,71.0,Pinnacle Country Club,2017-06-23,2017-06-25
3642,KPMG Women's PGA Championship,"Jun 29 - July 2, 2017",3500000," Olympia Fields, IL",6588.0,71.0,Olympia Fields Country Club,2017-06-29,2017-07-02
3643,Thornberry Creek LPGA Classic,"July 6 - 9, 2017",2000000," Green Bay, WI",6624.0,72.0,Thornberry Creek,2017-07-06,2017-07-09
3644,U.S. Women's Open,"July 13 - 16, 2017",5000000," Bedminster, NJ",6732.0,72.0,Trump National Golf Club (Bedminster),2017-07-13,2017-07-16
3645,Marathon Classic,"July 20 - 23, 2017",1600000," Sylvania, OH",6476.0,71.0,Highland Meadows GC,2017-07-20,2017-07-23
3646,Aberdeen Asset Management Ladies Scottish Open,"July 27 - 30, 2017",1500000," Ayrshire, Scotland",6390.0,72.0,Dundonald Links,2017-07-27,2017-07-30
3647,Ricoh Women's British Open,"August 3 - 6, 2017",3250000," St. Andrews, Scotland",6697.0,72.0,Kingsbarns Golf Links,2017-08-03,2017-08-06
3648,Canadian Pacific Women's Open,"August 24 - 27, 2017",2250000," Ottawa, ON",6419.0,71.0,Ottawa Hunt and Golf Club,2017-08-24,2017-08-27
3649,Cambia Portland Classic,"Aug 31 - September 3, 2017",1300000," Portland, OR",6476.0,72.0,Columbia Edgewater Country Club,2017-08-31,2017-09-03
3650,Indy Women in Tech Championship,"September 7 - 9, 2017",2000000," Indianapolis, IN",6599.0,72.0,Brickyard Crossing Golf Club,2017-09-07,2017-09-09
3651,McKayson New Zealand Women's Open,"Sep 27 - October 1, 2017",1300000," Auckland, New Zealand",6416.0,72.0,Windross Farm Golf Course,2017-09-27,2017-10-01
3652,Allsports Reignwood,"October 5 - 8, 2017",2100000," Beijing, China",6596.0,73.0,Pine Valley Golf Club,2017-10-05,2017-10-08
3653,The Evian Championship,"September 15 - 17, 2017",3350000,"Bains, France",6479.0,71.0,Evian Resort Golf Club Évian les,2017-09-15,2017-09-17
3654,LPGA KEB-Hana Bank Championship,"October 12 - 15, 2017",2000000," Incheon, South Korea",6316.0,72.0,Sky 72 Golf Club Ocean Course,2017-10-12,2017-10-15
3655,Swinging Skirts LPGA Taiwan Championship ,"October 18 - 22, 2017",2200000,,6425.0,72.0,,2017-10-18,2017-10-22
3656,Sime Darby LPGA Malaysia,"October 25 - 29, 2017",1800000," Kuala Lumpur, Malaysia",6246.0,71.0,TPC Kuala Lumpur,2017-10-25,2017-10-29
3657,TOTO JAPAN CLASSIC,"November 2 - 5, 2017",1500000," Omitama, Japan",6608.0,72.0,Taiheiyo Club Minori Course,2017-11-02,2017-11-05
3658,Blue Bay LPGA,"November 7 - 11, 2017",2100000," Hainan Island, China",6775.0,72.0,Jian Lake Blue Bay Golf Course,2017-11-07,2017-11-11
3659,CME Group Tour Championship,"November 16 - 19, 2017",2500000," Naples, FL",6556.0,72.0,Tiburón Golf Club,2017-11-16,2017-11-19
3660,Mitsubishi Electric Championship at Hualalai,"January 19 - 21, 2017",1800000," Kailua Kona, HI",7107.0,72.0,Hualalai Resort Golf Club,2017-01-19,2017-01-21
3661,Allianz Championship,"February 10 - 12, 2017",1750000," Boca Raton, FL",6807.0,72.0,The Old Course at Broken Sound Club,2017-02-10,2017-02-12
3662,Chubb Classic,"February 17 - 19, 2017",1600000," Naples, FL",7193.0,72.0,The TwinEagles Club Talon Course,2017-02-17,2017-02-19
3663,Tucson Conquistadores Classic,"March 17 - 19, 2017",1700000," Tucson, AZ",7238.0,73.0,Omni Tucson National,2017-03-17,2017-03-19
3664,Mississippi Gulf Resort Classic,"Mar 31 - April 2, 2017",1600000," Biloxi, MS",7088.0,72.0,Fallen Oak Golf Course,2017-03-31,2017-04-02
3665,Mitsubishi Electric Classic,"April 14 - 16, 2017",1800000," Duluth, GA",7259.0,72.0,TPC Sugarloaf,2017-04-14,2017-04-16
3666,Insperity Invitational,"May 5 - 7, 2017",2150000," The Woodlands, TX",7002.0,72.0,The Woodlands CC,2017-05-05,2017-05-07
3667,Regions Tradition,"May 18 - 21, 2017",2300000," Birmingham, AL",7299.0,72.0,Greystone Golf & Country Club,2017-05-18,2017-05-21
3668,Principal Charity Classic,"June 9 - 11, 2017",1750000," Des Moines, IA",6831.0,72.0,Wakonda Club,2017-06-09,2017-06-11
3669,American Family Insurance Championship,"June 23 - 25, 2017",2000000," Madison, WI",7024.0,72.0,University Ridge GC,2017-06-23,2017-06-25
3670,U.S. Senior Open Championship,"Jun 29 - July 2, 2017",4000000," Peabody, MA",6815.0,70.0,Salem Country Club,2017-06-29,2017-07-02
3671,Constellation SENIOR PLAYERS Championship,"July 13 - 16, 2017",2800000," Baltimore, MD",7196.0,72.0,Caves Valley Golf Club,2017-07-13,2017-07-16
3672,3M Championship,"August 4 - 6, 2017",1750000," Blaine, MN",7114.0,72.0,TPC of the Twin Cities,2017-08-04,2017-08-06
3673,DICK'S Sporting Goods Open,"August 18 - 20, 2017",2000000," Endicott, NY",6974.0,72.0,En Joie GC,2017-08-18,2017-08-20
3674,Boeing Classic,"August 25 - 27, 2017",2100000," Snoqualmie, WA",7172.0,72.0,The Club at Snoqualmie Ridge,2017-08-25,2017-08-27
3675,Shaw Charity Classic,"September 1 - 3, 2017",2350000," Calgary, AB",7086.0,70.0,Canyon Meadows Golf & Country Club,2017-09-01,2017-09-03
3676,Pacific Links Bear Mountain Championship,"September 15 - 17, 2017",2500000," Victoria, BC",6891.0,71.0,Bear Mountain Resort,2017-09-15,2017-09-17
3677,SAS Championship,"October 13 - 15, 2017",2100000," Cary, NC",7237.0,72.0,Prestonwood CC,2017-10-13,2017-10-15
