Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,event_id,round,weather_url,tournament_city,actual_weather_city
12:00 AM,38ʡF,31ʡF,76ʡ%,W,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
12:20 AM,40ʡF,31ʡF,71ʡ%,WNW,3ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
12:40 AM,40ʡF,31ʡF,70ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
1:00 AM,40ʡF,31ʡF,71ʡ%,WNW,3ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
1:20 AM,39ʡF,31ʡF,71ʡ%,CALM,0ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
1:40 AM,39ʡF,31ʡF,72ʡ%,NW,3ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
2:20 AM,38ʡF,31ʡF,76ʡ%,W,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
2:40 AM,37ʡF,31ʡF,76ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
3:00 AM,37ʡF,31ʡF,78ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
3:20 AM,36ʡF,30ʡF,80ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
3:40 AM,36ʡF,30ʡF,80ʡ%,WNW,3ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
4:00 AM,35ʡF,30ʡF,84ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
4:20 AM,35ʡF,30ʡF,84ʡ%,NW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
4:40 AM,35ʡF,30ʡF,85ʡ%,WNW,5ʡmph,0ʡmph,30.06ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
5:00 AM,34ʡF,30ʡF,86ʡ%,WNW,3ʡmph,0ʡmph,30.07ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
5:20 AM,34ʡF,30ʡF,87ʡ%,NW,3ʡmph,0ʡmph,30.07ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
5:40 AM,34ʡF,30ʡF,85ʡ%,WNW,5ʡmph,0ʡmph,30.07ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
6:20 AM,33ʡF,30ʡF,88ʡ%,WNW,5ʡmph,0ʡmph,30.09ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
6:40 AM,32ʡF,29ʡF,90ʡ%,NW,5ʡmph,0ʡmph,30.09ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
7:00 AM,32ʡF,29ʡF,90ʡ%,WNW,3ʡmph,0ʡmph,30.11ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
7:20 AM,33ʡF,30ʡF,88ʡ%,NW,3ʡmph,0ʡmph,30.11ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
7:40 AM,35ʡF,31ʡF,85ʡ%,NW,5ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
8:00 AM,37ʡF,32ʡF,81ʡ%,NW,6ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
8:20 AM,39ʡF,0ʡF,75ʡ%,NW,5ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
8:40 AM,43ʡF,33ʡF,68ʡ%,N,3ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
9:00 AM,45ʡF,32ʡF,61ʡ%,NNW,5ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
9:20 AM,47ʡF,31ʡF,54ʡ%,N,7ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
9:40 AM,49ʡF,24ʡF,38ʡ%,NNE,7ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
10:00 AM,51ʡF,24ʡF,36ʡ%,NNE,9ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
10:20 AM,52ʡF,22ʡF,32ʡ%,N,6ʡmph,0ʡmph,30.14ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
10:40 AM,51ʡF,23ʡF,33ʡ%,ENE,5ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
11:00 AM,53ʡF,23ʡF,32ʡ%,NNE,9ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
11:20 AM,52ʡF,23ʡF,32ʡ%,WSW,3ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
11:40 AM,54ʡF,22ʡF,30ʡ%,CALM,0ʡmph,0ʡmph,30.13ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
12:00 PM,55ʡF,23ʡF,29ʡ%,NNW,5ʡmph,0ʡmph,30.12ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
12:20 PM,55ʡF,23ʡF,29ʡ%,SW,5ʡmph,0ʡmph,30.11ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
12:40 PM,57ʡF,25ʡF,29ʡ%,ENE,8ʡmph,18ʡmph,30.10ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
1:00 PM,55ʡF,25ʡF,32ʡ%,E,3ʡmph,0ʡmph,30.10ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
1:20 PM,56ʡF,27ʡF,33ʡ%,E,7ʡmph,0ʡmph,30.08ʡin,0.0ʡin,Fair,730,2,https://www.wunderground.com/history/daily/KBQK/date/2010-03-05," Saint Simons Island, GA","Brunswick, GA"
