Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,event_id,round,weather_url,tournament_city,actual_weather_city
10:53 PM,52ʡF,42ʡF,69ʡ%,NW,21ʡmph,30ʡmph,30.07ʡin,0.0ʡin,Cloudy / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
11:53 PM,50ʡF,42ʡF,74ʡ%,NW,18ʡmph,25ʡmph,30.08ʡin,0.0ʡin,Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
12:53 AM,49ʡF,40ʡF,71ʡ%,NW,14ʡmph,24ʡmph,30.06ʡin,0.0ʡin,Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
1:53 AM,49ʡF,40ʡF,71ʡ%,NNW,17ʡmph,30ʡmph,30.05ʡin,0.0ʡin,Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
2:35 AM,48ʡF,39ʡF,71ʡ%,NNW,20ʡmph,31ʡmph,30.03ʡin,0.0ʡin,Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
2:53 AM,48ʡF,38ʡF,68ʡ%,NNW,16ʡmph,29ʡmph,30.04ʡin,0.0ʡin,Mostly Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
3:53 AM,48ʡF,37ʡF,66ʡ%,NNW,18ʡmph,28ʡmph,30.03ʡin,0.0ʡin,Partly Cloudy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
4:53 AM,48ʡF,36ʡF,63ʡ%,NNW,22ʡmph,32ʡmph,30.05ʡin,0.0ʡin,Partly Cloudy / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
5:53 AM,47ʡF,36ʡF,66ʡ%,NNW,20ʡmph,30ʡmph,30.06ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
6:53 AM,48ʡF,36ʡF,63ʡ%,NNW,23ʡmph,37ʡmph,30.07ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
7:53 AM,51ʡF,36ʡF,56ʡ%,NNW,21ʡmph,31ʡmph,30.08ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
8:53 AM,53ʡF,36ʡF,52ʡ%,NNW,23ʡmph,32ʡmph,30.08ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
9:53 AM,58ʡF,36ʡF,44ʡ%,NNW,22ʡmph,32ʡmph,30.08ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
10:53 AM,61ʡF,31ʡF,32ʡ%,NNW,28ʡmph,39ʡmph,30.07ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
11:53 AM,63ʡF,29ʡF,28ʡ%,NW,23ʡmph,33ʡmph,30.05ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
12:53 PM,65ʡF,29ʡF,26ʡ%,NNW,24ʡmph,36ʡmph,30.02ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
1:53 PM,67ʡF,28ʡF,23ʡ%,NNW,21ʡmph,29ʡmph,30.00ʡin,0.0ʡin,Fair / Windy,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
2:53 PM,68ʡF,27ʡF,21ʡ%,NNW,20ʡmph,31ʡmph,29.96ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
3:53 PM,69ʡF,26ʡF,20ʡ%,N,20ʡmph,29ʡmph,29.95ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
4:53 PM,68ʡF,27ʡF,21ʡ%,N,17ʡmph,26ʡmph,29.94ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
5:53 PM,66ʡF,26ʡF,22ʡ%,N,14ʡmph,0ʡmph,29.95ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
6:53 PM,63ʡF,26ʡF,25ʡ%,NNW,9ʡmph,0ʡmph,29.96ʡin,0.0ʡin,Fair,1252,1,https://www.wunderground.com/history/daily/KIAH/date/2013-05-03," The Woodlands, TX","Houston, TX"
